,식품군,식품이름,열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),포화지방산 (g)
1295,과자류,미니 마카롱 가나초콜릿,43.75,4.5,0.75,2.5,3.75,3.0,1.0
1296,과자류,미니 마카롱 도밍고 초콜릿,43.75,4.5,0.75,2.5,3.75,3.0,1.0
1297,과자류,미니 마카롱 딸기 민트,35.53,4.97,0.71,1.42,4.26,3.55,0.47
1298,과자류,미니 마카롱 딸기캔디향,38.75,5.25,1.0,1.5,4.75,4.0,0.25
1299,과자류,미니 마카롱 라즈베리,37.5,5.25,0.75,1.5,4.5,3.5,0.0
1300,과자류,미니 마카롱 레몬,42.0,5.0,0.75,2.0,4.75,4.0,0.5
1301,과자류,미니 마카롱 마리 앙투아네트,42.5,4.5,0.5,2.5,4.0,3.75,1.0
1302,과자류,미니 마카롱 메론,48.0,5.1,0.9,2.7,4.5,4.5,1.5
1303,과자류,미니 마카롱 멜론,42.5,5.0,1.0,2.0,4.5,4.0,0.5
1304,과자류,미니 마카롱 바닐라,43.75,4.5,0.75,2.5,4.0,3.75,1.25
1305,과자류,미니 마카롱 블랙커런트 제비꽃향,37.5,5.25,0.75,1.5,4.5,3.5,0.0
1306,과자류,미니 마카롱 오렌지 블라썸,45.0,4.5,1.0,2.5,4.0,3.0,1.0
1307,과자류,미니 마카롱 유자 생강,42.19,4.5,0.84,2.25,3.94,4.22,1.12
1308,과자류,미니 마카롱 장미향,42.5,4.5,0.5,2.5,4.0,3.75,1.0
1309,과자류,미니 마카롱 제비꽃향,38.75,5.25,1.0,1.5,4.75,4.0,0.25
1310,과자류,미니 마카롱 초콜릿,43.75,4.5,0.75,2.5,3.75,3.0,1.0
1311,과자류,미니 마카롱 초콜릿 유자,42.5,5.0,1.0,2.0,4.5,3.0,0.5
1312,과자류,미니 마카롱 카라멜,45.0,5.0,0.75,2.5,4.5,5.25,1.25
1313,과자류,미니 마카롱 코코넛,43.75,4.5,0.75,2.5,4.0,3.75,1.25
1314,과자류,미니 마카롱 피스타치오,43.75,5.0,1.0,2.25,4.25,3.5,0.75
1315,과자류,미니 마카롱 헤이즐넛,38.75,5.25,1.0,1.5,4.75,4.0,0.25
1316,과자류,미니 믹스 구미 젤리,3.28,0.77,0.05,0.0,0.6,0.0,0.0
1317,과자류,미니 바닐라향 바스켓,27.0,4.8,0.3,0.6,3.0,9.0,0.6
1318,과자류,미니 바닐라향 콘,27.0,4.8,0.3,0.6,0.25,9.0,0.6
1319,과자류,미니 부쉐 리스,47.7,4.32,0.72,3.06,0.15,36.0,1.69
1320,과자류,미니 비엔 비스킷 딸기맛,39.0,6.43,0.43,1.29,3.43,25.71,0.58
1321,과자류,미니 비엔 비스킷 초콜릿맛,43.07,5.79,0.64,1.93,3.0,20.36,1.07
1322,과자류,미니 쁘띠 뵈르 비스켓 게랑드 솔트,45.36,6.26,0.66,1.96,2.46,0.03,1.31
1323,과자류,미니 사블레,45.72,5.26,0.58,2.48,1.53,9.9,1.64
1324,과자류,미니 스위트 트렌디 라운드,43.2,5.67,0.72,1.98,2.5,17.1,1.14
1325,과자류,미니 오티스 위드 초콜릿칩,49.2,5.4,0.54,2.91,2.28,29.16,1.95
1326,과자류,미니 초콜릿맛 바스켓,30.0,4.07,0.43,1.37,5.7,11.14,1.03
1327,과자류,미니 초콜릿맛 콘,25.5,4.8,0.3,0.6,3.0,9.0,0.6
1328,과자류,미니 칩스딜라이트 버터 오트밀 초코칩 쿠키,45.3,6.0,0.6,2.1,2.7,30.0,1.2
1329,과자류,미니 칩스딜라이트 초콜릿칩쿠키,46.03,5.66,0.51,2.31,2.06,27.0,1.54
1330,과자류,미니 카레스,49.14,3.81,0.68,3.46,0.16,38.7,2.02
1331,과자류,미니 콜라병모양 젤리,3.33,0.8,0.07,0.0,0.6,0.0,0.0
1332,과자류,미니 크런치 타코쉘,58.0,9.0,1.0,2.0,0.0,2.5,0.5
1333,과자류,미니 크리스피 크레커,43.56,6.34,0.54,1.8,1.08,39.24,0.94
1334,과자류,미니 타틀렛 위드 슈가,46.61,5.79,0.8,2.25,1.61,11.25,1.45
1335,과자류,미니 트위스트 프레즐,36.0,7.2,1.08,0.29,0.36,144.0,0.0
1336,과자류,미니 화이트 쿠키 드롭,44.1,5.67,0.54,2.52,4.86,0.0,1.26
1337,과자류,미니고마센베이,37.8,7.2,0.9,0.6,0.0,17.1,0.0
1338,과자류,미니디저트 튤립모양,33.57,7.1,0.57,0.32,4.28,1.8,0.11
1339,과자류,미니디저트 튤립모양 초코맛,45.45,5.55,0.48,2.37,4.28,1.8,2.12
1340,과자류,미니링스,3.38,0.81,0.04,0.0,0.6,0.32,0.0
1341,과자류,미니바이츠스낵팩,45.32,5.46,0.0,2.57,1.93,27.32,1.93
1342,과자류,미니볼리에 초코칩쿠키,47.1,5.53,0.54,2.52,2.7,13.5,1.22
1343,과자류,미니쁘띠 뵈르 비스켓 게랑드 솔트 앤드 다크 초콜릿,44.18,5.72,0.5,2.12,2.12,0.02,2.12
1344,과자류,미니스낵 베리필링,36.0,6.04,0.51,1.09,3.06,15.0,0.51
1345,과자류,미니스낵 살구필링,36.21,6.06,0.51,1.09,3.09,15.0,0.51
1346,과자류,미니스낵 코코아크림,40.29,5.53,0.6,1.76,2.44,12.86,0.51
1347,과자류,미니양갱,70.83,17.08,0.83,0.0,12.5,0.0,0.0
1348,과자류,미니와퍼딸기향,46.45,5.81,0.58,2.32,3.48,69.68,1.45
1349,과자류,미니와퍼초콜릿맛,47.73,5.73,0.55,2.45,3.27,68.18,1.36
1350,과자류,미니와퍼토란향,46.45,5.81,0.58,2.32,3.48,69.68,1.45
1351,과자류,미니요우칸 네리,25.91,6.16,0.29,0.02,4.5,0.62,0.0
1352,과자류,미니요우칸 맛차,25.89,6.09,0.35,0.02,4.58,0.32,0.0
1353,과자류,미니요우칸 오구라,25.91,6.11,0.31,0.02,4.81,1.09,0.0
1354,과자류,미니웨하스바닐라(삼아인터네셔널),111.26,14.99,1.28,5.33,2.92,30.69,3.43
1355,과자류,미니컵 사블레,45.72,5.26,0.58,2.48,1.53,9.9,1.64
1356,과자류,미니콜라병 구미 젤리,3.3,0.77,0.05,0.0,0.6,0.0,0.0
1357,과자류,미니콜라병 모양 구미 젤리,3.3,0.77,0.05,0.0,0.6,0.0,0.0
1358,과자류,미림데리야끼,34.29,8.23,0.14,0.09,1.22,0.14,0.0
1359,과자류,미사랑쌀과자,36.43,8.14,0.43,0.13,0.84,47.14,0.17
1360,과자류,미션 토르틸라 칩스 바비큐맛,42.12,5.62,0.72,1.76,0.18,51.48,0.68
1361,과자류,미션 토르틸라 칩스 토마토맛,42.84,5.47,0.68,1.91,0.22,32.04,0.72
1362,과자류,미셸 어거스틴 누가틴 비스킷 앤 밀크 초콜릿,46.54,5.92,0.66,2.25,2.66,16.15,1.44
1363,과자류,미셸 어거스틴 밀크 카라멜 초콜릿 바,47.06,6.04,0.65,2.26,2.49,16.77,0.94
1364,과자류,미셸 어거스틴 바닐라 퍼프 페이스트리,44.7,5.31,0.6,2.25,0.0,0.0,0.0
1365,과자류,미셸 어거스틴 솔티드 블랙 초콜릿 바,45.0,5.55,0.63,2.25,2.81,4.61,0.93
1366,과자류,미셸 어거스틴 솔티드 스퀘어 쿠키,45.22,5.85,0.63,2.14,2.42,38.52,1.32
1367,과자류,미셸 어거스틴 슈가 캬라멜라이즈드 퍼프 페이스트리,43.5,6.0,0.57,1.89,0.0,0.0,0.0
1368,과자류,미셸 어거스틴 에멘탈 치즈 & 어니언 퍼프 페이스트리,47.03,4.79,1.03,2.61,0.0,11.7,0.0
1369,과자류,미셸 어거스틴 올 초콜릿 쿠키,47.7,5.4,0.58,2.65,2.99,17.28,1.65
1370,과자류,미셸 어거스틴 초콜릿 드롭 쿠키,43.88,5.67,0.54,2.11,2.8,17.55,1.29
1371,과자류,미셸 어거스틴 초콜릿 드롭 퍼프 페이스트리,47.67,5.14,0.57,2.65,0.0,0.0,1.8
1372,과자류,미셸 어거스틴 파마잔 치즈 & 머스타드 씨드 버터 비스킷,46.53,4.36,0.94,2.65,0.22,76.5,1.62
1373,과자류,미셸 어거스틴 파프리카 & 어니언 버터 비스킷,45.99,4.36,0.76,2.61,0.31,95.85,1.58
1374,과자류,미셸 어거스틴 헤이즐넛 블랙 초콜릿 바,46.54,5.55,0.64,2.43,2.83,9.0,0.93
1375,과자류,미셸크뤼젤 어소티드 후루츠 젤리,4.09,1.0,0.0,0.0,0.6,1.59,0.0
1376,과자류,미스터 이토우 버터쿠키,45.0,5.45,0.54,2.37,1.92,22.5,0.99
1377,과자류,미스터 이토우 초코칩 쿠키,45.0,5.79,0.51,2.25,2.57,25.71,0.64
1378,과자류,"미스터 칩스 치즈맛 콘칩(옥수수66.49%,치즈분말5%함유)",51.06,4.78,0.59,3.29,0.0,63.0,1.49
1379,과자류,미왕 오곡이야기,47.9,5.23,1.16,2.32,1.45,31.65,0.81
1380,과자류,미왕쌀과자,40.0,6.67,0.33,1.33,1.33,33.33,0.67
1381,과자류,믹스 모나카,28.8,6.94,0.26,0.0,3.09,6.43,0.0
1382,과자류,믹스 모나카 만게츠,28.8,6.9,0.3,0.0,3.0,6.0,0.0
1383,과자류,믹스 모나카 모찌,31.2,7.5,0.3,0.0,3.3,6.0,0.0
1384,과자류,믹스 모나카 사사,28.8,6.9,0.3,0.0,3.0,6.0,0.0
1385,과자류,믹스 모나카 사사그린,28.8,6.9,0.3,0.0,3.0,6.0,0.0
1386,과자류,믹스 모나카 사사핑크,28.8,6.9,0.3,0.0,3.0,6.0,0.0
1387,과자류,믹스 모나카 사쿠라,28.8,6.9,0.3,0.0,3.0,6.0,0.0
1388,과자류,믹스 모나카 시오,27.6,6.6,0.3,0.0,2.7,6.0,0.0
1389,과자류,믹스 모나카 아즈미노,28.8,6.9,0.3,0.0,3.0,6.0,0.0
1390,과자류,믹스 모나카 쿠사모찌,28.8,6.9,0.3,0.0,3.0,6.0,0.0
1391,과자류,믹스넛 위드 코코넛 터키쉬딜라이트,3.86,0.96,0.02,0.0,0.6,0.0,0.0
1392,과자류,믹스넛 터키쉬딜라이트,4.08,0.9,0.02,0.05,0.6,0.0,0.03
1393,과자류,믹스쳐,5.29,0.42,0.18,0.32,0.0,6.7,0.05
1394,과자류,믹스후르츠 니블,4.0,0.9,0.05,0.0,0.6,1.0,0.0
1395,과자류,믹시드푸르츠칩,4.4,0.78,0.08,0.11,0.7,0.0,0.0
1396,과자류,민트 젤리,2.68,0.67,0.0,0.0,0.6,1.31,0.0
1397,과자류,민트 터키쉬딜라이트,4.08,0.9,0.02,0.05,0.6,0.0,0.03
1398,과자류,민트향캔디,4.0,1.0,0.0,0.0,0.64,0.0,0.0
1399,과자류,밀라노 블랙 사우젼드 레이어즈,50.88,4.85,0.69,3.18,2.08,34.62,2.08
1400,과자류,밀라노 퍼프 페스트리,50.62,4.5,0.56,3.38,1.69,22.5,2.25
1401,과자류,밀크 바닐라 와플 롤,44.64,5.98,0.36,2.16,3.24,8.64,1.08
1402,과자류,밀크 비스킷,45.63,6.17,0.63,1.99,1.78,31.4,0.94
1403,과자류,밀크 태피,35.36,7.07,0.0,0.64,4.5,54.64,0.32
1404,과자류,밀크-바닐라향와퍼,44.1,5.4,0.57,2.25,2.89,9.0,1.74
1405,과자류,밀크릿,3.5,0.7,0.15,0.03,0.35,2.0,0.02
1406,과자류,밀크볼딸기(크라운제과),38.11,7.52,0.28,0.77,4.52,17.07,0.54
1407,과자류,밀크볼오리지널(크라운제과),38.17,7.26,0.4,0.84,4.74,14.21,0.61
1408,과자류,밀크소프트캔디,4.33,0.75,0.0,0.12,0.54,0.5,0.1
1409,과자류,밀크카린토우,46.64,5.73,0.41,2.45,2.86,14.32,0.41
1410,과자류,밀크캐러멜,34.62,6.92,0.0,0.76,4.5,20.77,0.0
1411,과자류,밀크캔디,3.45,0.7,0.15,0.04,0.54,2.8,0.03
1412,과자류,밀크크림샌드비스켓,44.55,5.79,0.58,2.12,3.21,28.93,0.06
1413,과자류,밀키무무,42.3,6.09,0.72,1.68,2.31,22.68,0.96
1414,과자류,바나나 칩,44.33,6.0,0.0,2.33,1.33,10.0,2.33
1415,과자류,바나나 칩스,48.0,5.7,0.3,2.7,0.9,0.0,2.4
1416,과자류,바나나스틱,48.0,5.7,0.3,2.7,0.9,3.0,0.0
1417,과자류,바나나칩,48.0,5.7,0.3,2.7,0.9,3.0,2.43
1418,과자류,바나나쿠키,38.7,6.45,0.0,1.29,1.26,25.8,0.0
1419,과자류,바나나킥(농심),37.8,7.74,0.36,0.58,2.25,11.7,0.18
1420,과자류,바나나향 크림향 태피,35.36,7.07,0.0,0.64,4.5,54.64,0.32
1421,과자류,바나나향 태피(엘아이티이),35.36,7.07,0.0,0.64,4.5,54.64,0.32
1422,과자류,바나나향스플리트 태피,35.36,7.07,0.0,0.64,4.5,54.64,0.32
1423,과자류,바나나향타피,36.43,8.14,0.0,0.43,4.71,0.0,0.0
1424,과자류,바니야드 버니 베이비 페이스 티어즈,30.94,7.88,0.0,0.0,7.31,0.0,0.0
1425,과자류,바니야드 버니 테디 베어,30.94,7.88,0.0,0.0,7.88,0.0,0.0
1426,과자류,바니야드 버디 식스렛츠 초콜릿,42.75,6.53,0.22,1.8,5.4,12.38,1.58
1427,과자류,바닐라 미니 바스켓,25.5,4.8,0.3,0.63,3.0,9.9,0.27
1428,과자류,바닐라 미니 콘,26.1,4.8,0.3,0.63,0.25,9.9,0.27
1429,과자류,바닐라 앤 월넛 비스킷,47.07,5.76,0.45,2.48,2.52,27.0,1.37
1430,과자류,바닐라 웨이퍼,50.4,5.4,0.36,2.88,3.6,9.0,2.52
1431,과자류,바닐라 타르트 쉘,33.0,4.2,0.6,1.5,1.5,5.4,0.99
1432,과자류,바닐라-초코맛듀오퍼지,39.6,7.2,0.0,1.2,4.28,18.0,0.9
1433,과자류,바닐라맛 타르트 쉘 미디움 직사각,41.54,4.4,0.8,2.32,1.73,12.6,1.42
1434,과자류,바닐라맛 타르트 쉘 스몰 원형,41.62,4.5,0.79,2.29,1.73,12.64,1.42
1435,과자류,바닐라맛 타르트 쉘 스몰 정사각,41.62,4.5,0.79,2.31,1.69,12.66,1.41
1436,과자류,바닐라웨이퍼(크라운제과),45.2,6.35,0.51,1.97,2.96,9.11,1.34
1437,과자류,바닐라웨이퍼스틱,42.0,6.3,0.6,1.5,3.3,9.6,0.9
1438,과자류,바닐라향 스퀘어 웨이퍼,47.1,6.12,0.33,2.46,3.03,9.6,2.25
1439,과자류,바닐라향 크림 웨이퍼,42.21,6.52,0.31,1.55,3.1,20.17,0.68
1440,과자류,바닐라향 태피(엘아이티이),35.36,7.07,0.0,0.64,4.5,54.64,0.32
1441,과자류,바닐라향로안느,46.93,5.46,0.64,2.25,2.89,13.82,1.06
1442,과자류,바두코초코샌드,41.91,5.91,0.56,1.69,3.38,20.25,0.96
1443,과자류,바두코초코쿠키,43.59,5.91,0.56,1.97,3.38,56.81,1.12
1444,과자류,바삭바삭러스크,84.38,10.12,1.12,4.5,1.35,73.12,2.08
1445,과자류,바왕고랭,49.5,5.4,0.9,2.7,0.0,4.5,1.08
1446,과자류,바이오나 유기농 라즈베리 쿠키,39.9,6.0,0.6,1.5,3.0,36.0,0.6
1447,과자류,바이오나 유기농 메이플시럽 와플,37.8,5.1,0.3,1.8,3.6,21.0,0.3
1448,과자류,바이오나 유기농 블루베리 쿠키,38.7,5.7,0.6,1.5,3.0,36.0,0.6
1449,과자류,바이오나 유기농 사과&배 와플,36.3,5.4,0.3,1.5,4.5,21.0,0.3
1450,과자류,바이오나 유기농 살구 와플,40.2,5.7,0.3,1.8,3.9,16.5,0.3
1451,과자류,바이오본 유기농 소프트 푸룻,3.2,0.8,0.0,0.0,0.6,0.9,0.0
1452,과자류,바이오본 유기농 요구르트 다이노스,3.33,0.77,0.07,0.0,0.12,0.3,0.0
1453,과자류,바이오생과즙(오리온),32.76,6.18,0.06,0.87,0.56,3.54,0.78
1454,과자류,바이올렛 밀크향크림 샌드위치 크래커,45.0,6.0,0.6,2.1,2.1,45.0,0.9
1455,과자류,바이올렛 코코아향크림 샌드위치 크래커,45.0,6.0,0.6,2.1,2.1,45.0,0.9
1456,과자류,바질 크래커,39.3,5.7,0.84,1.5,0.21,63.0,0.57
1457,과자류,박찬회연양갱,158.72,39.22,1.39,0.11,12.62,1.39,0.0
1458,과자류,박하향 사탕,3.85,1.0,0.0,0.0,0.64,0.0,0.0
1459,과자류,박하향사탕,3.85,1.0,0.0,0.0,0.64,0.0,0.0
1460,과자류,발레리나 누가,45.0,6.0,0.6,2.1,2.2,27.0,1.26
1461,과자류,발레리나 딸기맛,45.0,6.09,0.53,2.12,3.18,26.47,1.32
1462,과자류,발레리아 스위트포테이토 크리스피비스킷,44.1,6.3,0.72,1.8,3.42,45.9,0.72
1463,과자류,발레리아 와퍼스틱(바닐라향 밀크향),44.1,6.3,0.54,1.8,3.42,7.2,0.0
1464,과자류,발레리아 와퍼스틱(초콜렛향),44.1,6.3,0.54,1.8,3.42,7.2,0.0
1465,과자류,발레리아 포테이토크리스피비스킷,43.2,6.12,0.72,1.8,1.44,74.7,0.9
1466,과자류,발센 누스 디져트,51.48,4.86,0.72,3.24,2.23,18.9,1.8
1467,과자류,발센 델로바 레드,43.36,5.9,0.41,2.0,2.91,28.09,1.09
1468,과자류,발센 라이브니즈 주 농장,38.52,6.66,0.78,0.99,1.98,0.06,0.0
1469,과자류,발센 히트 펀스틱 초코맛,42.84,6.04,0.62,1.8,2.88,2.16,1.0
1470,과자류,밤모양시구레,30.0,6.9,0.42,0.0,6.0,1.5,0.0
1471,과자류,배낭 뽀로로 머랭,35.36,8.36,0.0,0.0,6.43,0.0,0.0
1472,과자류,버디 후르츠 바이트 바나나,30.54,7.55,0.0,0.0,7.39,0.0,0.0
1473,과자류,버디 후르츠 바이트 오렌지,30.54,7.55,0.0,0.0,7.39,0.0,0.0
1474,과자류,버라이어티 믹스 비스킷 그레이엄샌드,45.69,5.88,0.62,2.15,2.35,41.54,0.42
1475,과자류,버라이어티 믹스 비스킷 딸기샌드,45.5,6.18,0.58,0.85,3.01,25.67,0.07
1476,과자류,버라이어티 믹스 비스킷 미니초콜릿,48.77,5.84,0.61,2.53,2.57,21.77,0.46
1477,과자류,버라이어티 믹스 비스킷 블랙샌드,45.29,3.4,0.46,2.09,0.7,30.19,0.35
1478,과자류,버라이어티 믹스 비스킷 초코&커피(초코),46.32,5.74,0.74,2.22,1.9,33.35,0.45
1479,과자류,버라이어티 믹스 비스킷 초코&커피(커피),46.32,5.93,0.74,2.22,1.87,31.5,0.37
1480,과자류,버라이어티 믹스 비스킷 크래커샌드,48.0,5.85,0.6,2.4,1.35,51.0,0.0
1481,과자류,버블검향 태피,35.36,7.07,0.0,0.64,4.5,54.64,0.32
1482,과자류,버섯 모양 젤리,3.28,0.78,0.04,0.0,0.6,0.34,0.0
1483,과자류,버스정류장쿠키,39.38,5.4,0.45,1.8,2.47,14.62,0.34
1484,과자류,버츠 빈티지 체다치즈 & 스프링어니언,45.9,5.22,0.54,2.52,0.18,46.8,0.38
1485,과자류,버츠 씨솔트,45.0,5.22,0.54,2.52,0.0,43.2,0.36
1486,과자류,버츠 씨솔트 & 맥아식초,45.0,5.22,1.62,2.52,0.0,72.0,0.36
1487,과자류,버츠 씨솔트 & 크러쉬드페퍼콘,45.0,5.22,0.54,2.52,0.18,46.8,0.36
1488,과자류,버츠 태국식 스위트칠리,45.0,5.22,0.54,2.52,0.36,39.6,0.36
1489,과자류,버츠 페스토,45.0,5.22,0.54,2.52,0.18,54.0,0.36
1490,과자류,버츠랍스타맛,45.9,5.22,0.54,2.52,0.18,61.2,0.38
1491,과자류,버카렛 초코,49.5,7.92,0.36,1.8,4.14,7.2,1.08
1492,과자류,버카렛 크리스피 롤 비스킷,38.7,5.22,0.36,1.8,3.06,8.1,0.9
1493,과자류,버터 바닐라 쿠키,48.86,4.95,0.45,3.02,1.61,25.71,1.93
1494,과자류,버터 스틱 비스킷,47.8,5.79,0.58,2.48,5.7,32.2,0.7
1495,과자류,버터 앤드 초콜릿 칩 쿠키,45.0,5.86,0.5,2.2,2.5,10.8,1.4
1496,과자류,버터 와플,44.64,5.76,0.54,2.16,3.24,36.0,1.55
1497,과자류,버터레이즌쿠키,49.5,5.1,0.6,3.0,1.5,37.5,0.6
1498,과자류,버터마카다미아,45.0,5.14,0.32,2.57,1.93,25.71,1.29
1499,과자류,버터마카다미아 1차포장,45.0,5.14,0.0,0.13,1.93,1.29,0.0
1500,과자류,버터맛 테디베어 쿠키,36.0,5.4,0.21,1.5,1.8,19.5,0.6
1501,과자류,버터볼 캔디,3.93,0.93,0.0,0.0,0.75,4.2,0.0
1502,과자류,버터비스킷 어쏘트먼트(240g),48.6,5.4,0.6,2.73,2.1,12.6,1.74
1503,과자류,"버터비스킷 위드 잣,건포도,칠리페퍼",48.0,5.4,0.9,2.7,2.1,10.5,1.8
1504,과자류,버터스카치향 캔디,3.75,0.94,0.0,0.0,0.71,1.25,0.0
1505,과자류,버터쿠키,51.0,5.4,0.6,3.0,1.8,28.5,0.6
1506,과자류,버터크림향 초코크래커,48.6,5.4,0.36,2.88,1.8,23.4,1.44
1507,과자류,버터크림향 크래커,45.0,5.76,0.72,2.16,1.08,21.6,1.8
1508,과자류,벌집와플(농심),43.71,6.17,0.26,2.06,2.25,24.43,0.75
1509,과자류,벌집핏자(농심),49.5,5.4,0.45,2.92,0.49,51.75,0.7
1510,과자류,범블비 레몬 앤 페퍼 튜나 카나페 <크래커>,42.5,6.5,1.0,1.25,0.5,32.5,0.0
1511,과자류,범블비 레몬 앤 페퍼 튜나 카나페 <통조림>,12.18,0.11,1.91,0.48,0.11,29.65,0.11
1512,과자류,범블비 무지방 튜나 샐러드 카나페 <크래커>,39.71,6.88,1.06,1.06,0.53,52.94,0.26
1513,과자류,범블비 무지방 튜나 샐러드 카나페 <통조림>,7.68,1.21,0.77,0.0,0.55,50.49,0.0
1514,과자류,범블비 선드라이드 토마토 앤 바질 튜나 카나페 <크래커>,42.5,6.5,1.0,1.25,0.5,32.5,0.0
1515,과자류,범블비 선드라이드 토마토 앤 바질 튜나 카나페 <통조림>,11.65,0.21,1.69,0.48,0.11,32.82,0.11
1516,과자류,범블비 스파이시 타이칠리 튜나 카나페 <크래커>,42.5,6.5,1.0,1.25,0.5,32.5,0.0
1517,과자류,범블비 스파이시 타이칠리 튜나 카나페 <통조림>,14.29,0.85,1.69,0.48,0.74,32.82,0.05
1518,과자류,범블비 치킨샐러드 카나페 <크래커>,42.35,5.82,0.53,2.12,0.53,60.88,0.53
1519,과자류,범블비 치킨샐러드 카나페 <통조림>,15.91,1.21,0.88,0.88,0.77,47.2,0.11
1520,과자류,범블비 튜나 샐러드 카나페 <크래커>,42.35,5.82,0.53,2.12,0.53,60.88,0.53
1521,과자류,범블비 튜나 샐러드 카나페 <통조림>,23.6,0.77,0.77,1.98,0.44,35.12,0.27
1522,과자류,벚꽃쿠키야,46.8,5.04,0.63,2.79,2.52,6.3,0.83
1523,과자류,베네치안 빈야드 유기농 그래놀라,37.64,6.22,0.98,1.15,2.29,3.27,0.41
1524,과자류,베로 마니타 아즐 캔디,3.75,0.94,0.0,0.0,0.75,0.62,0.0
1525,과자류,베르깽 과일향 캔디,3.68,0.79,0.0,0.07,0.75,0.0,0.06
1526,과자류,베르니(쥬라웨하스오리지널),46.73,5.88,0.35,2.42,2.97,8.65,2.07
1527,과자류,베리 너티 숏브레드 쿠키,39.0,4.5,0.6,2.1,1.2,12.0,0.45
1528,과자류,베리향 캔디,3.75,0.94,0.0,0.0,0.75,1.25,0.0
1529,과자류,베리향 크리머 태피캔디,35.36,6.75,0.0,0.8,4.18,54.64,0.32
1530,과자류,베어 비스킷,43.71,6.17,0.67,1.8,1.54,37.03,0.77
1531,과자류,베이글 러스크 (갈릭),46.15,7.69,0.92,1.35,1.66,49.23,0.65
1532,과자류,베이글 러스크 (플레인),47.69,7.69,0.92,1.54,1.52,49.23,0.8
1533,과자류,베이글러스크갈릭,46.15,7.69,0.92,1.35,1.66,49.23,0.65
1534,과자류,베이글러스크플레인,47.69,7.69,0.92,1.54,1.52,49.23,0.8
1535,과자류,베이비스타 도데카이 누들 스낵,43.5,6.3,0.6,1.8,0.0,87.0,0.87
1536,과자류,베이비스타 스파이스 치킨맛,44.3,5.63,0.87,2.03,5.4,108.0,0.87
1537,과자류,베이비캔디,3.57,0.93,0.0,0.0,0.75,0.0,0.0
1538,과자류,베이크드 치즈 컬,47.62,5.25,0.75,2.62,0.38,112.5,0.38
1539,과자류,베이크드 포테이토 크리스피 사워크림 앤 어니언 플래버,38.77,6.92,0.69,0.92,0.69,103.85,0.12
1540,과자류,베이크드 포테이토 크리스피 오리지날,36.69,7.15,0.46,0.69,0.46,55.38,0.0
1541,과자류,베이키(크라운제과),44.12,4.43,0.57,2.68,2.12,23.46,1.35
1542,과자류,베이키초코(크라운제과),143.29,11.39,2.12,9.92,2.71,55.37,5.62
1543,과자류,베지 스퀘어,41.79,5.79,0.32,1.93,0.0,80.36,0.16
1544,과자류,베지 스트로우,41.79,4.82,0.32,2.25,0.32,93.21,0.32
1545,과자류,베지즈 에어프라이드 바나나칩,39.0,6.9,0.3,1.2,4.8,0.0,0.3
1546,과자류,베지즈 에어프라이드 잭푸르트칩,39.6,7.56,0.36,1.44,4.68,5.4,0.54
1547,과자류,베지즈 에어프라이드 파인애플칩,36.0,7.56,0.36,0.72,6.48,7.2,0.18
1548,과자류,벨지안 다크 초코 청크 앤 헤이즐넛 쿠키,47.92,5.13,0.54,2.74,2.7,31.5,0.99
1549,과자류,벨지안 카라멜라이즈 쿠키,42.3,6.3,0.6,1.68,2.7,34.5,0.69
1550,과자류,벨지안 화이트 초코 청크 앤 레몬 쿠키,44.1,5.4,0.45,2.2,2.84,31.5,0.99
1551,과자류,벨지안스페큘러스 쿠키,42.3,6.3,0.72,1.62,3.06,30.6,0.7
1552,과자류,별따먹자,46.36,6.27,0.55,2.18,1.0,49.09,0.6
1553,과자류,별따먹자콩고물맛,104.65,13.63,1.46,4.87,1.26,63.28,1.46
1554,과자류,별모양 초코콘,50.08,5.08,0.46,3.23,4.85,6.0,2.77
1555,과자류,별뽀빠이,40.5,6.6,0.6,1.26,1.5,25.5,0.72
1556,과자류,별색모나카(크라운제과),30.44,7.26,0.33,0.01,2.8,10.12,0.0
1557,과자류,보나비타 무슬리,41.1,6.6,0.6,1.5,3.3,22.5,0.9
1558,과자류,보라칩,34.2,7.32,0.28,0.44,0.51,2.49,0.17
1559,과자류,보르그레베 링비스킷,48.6,5.62,0.45,2.7,2.03,18.0,1.35
1560,과자류,보르그레베 버터쿠키,42.75,6.53,0.54,1.58,3.38,27.0,1.08
1561,과자류,보르그레베 숏브레드 비스킷,47.7,5.4,0.45,2.7,2.03,18.9,1.58
1562,과자류,보르그레베 스파이스드 아몬드 비스킷,44.1,5.7,0.6,2.1,2.4,27.0,0.84
1563,과자류,보르그레베 카라멜 비스킷,42.12,6.12,0.36,1.8,3.24,27.0,0.94
1564,과자류,보석바,70.0,19.0,0.0,0.7,14.0,0.0,0.5
1565,과자류,보석캔디,29.64,7.54,0.0,0.02,0.8,4.11,0.0
1566,과자류,보울더 캐년 스피니치 앤 아티초크 포테이토 칩스,45.0,5.46,0.64,2.25,0.0,51.43,0.32
1567,과자류,보울더 캐년 히커리 비비큐 포테이토 칩,45.0,5.46,0.64,2.25,0.32,56.25,0.32
1568,과자류,보이바왕 콘닉크 레촌마녹 플레이버,39.9,6.0,0.9,1.5,0.6,81.0,0.75
