,성별,골격근량,체지방량,BMI,체지방율,복부지방율,몸무게,나이,키,권장섭취량,탄수화물,단백질,지방,비타민A,티아민,리보플라빈,비타민C,칼슘,철분,알레르기
165,1,31.4,14.6,23.81203553,20.8,0.8,70.2,17,171.7,2700,266.295,133.1475,19.72555556,850.0,1.3,1.7,110.0,900.0,15.0,7
166,1,31.5,10.9,21.11486486,16.3,0.8,66.6,17,177.6,2700,263.295,131.6475,19.50333333,850.0,1.3,1.7,110.0,900.0,15.0,
167,1,31.5,10.9,22.15519816,16.3,0.8,67.0,17,173.9,2700,261.345,130.6725,19.35888889,850.0,1.3,1.7,110.0,900.0,15.0,
168,1,31.5,7.2,21.55564433,11.3,0.8,63.4,17,171.5,2700,252.12,126.06,18.67555556,850.0,1.3,1.7,110.0,900.0,15.0,
169,1,31.6,12.8,21.43179975,18.6,0.8,68.9,17,179.3,2700,269.31375,134.656875,19.94916667,850.0,1.3,1.7,110.0,900.0,15.0,
170,1,31.6,5.9,19.86676153,9.4,0.8,62.1,17,176.8,2700,253.41375,126.706875,18.77138889,850.0,1.3,1.7,110.0,900.0,15.0,17
171,1,31.7,9.5,22.74920913,14.5,0.8,65.9,17,170.2,2700,256.30125,128.150625,18.98527778,850.0,1.3,1.7,110.0,900.0,15.0,4
172,1,31.8,16.3,23.36493345,22.3,0.8,73.2,17,177.0,2700,276.4575,138.22875,20.47833333,850.0,1.3,1.7,110.0,900.0,15.0,
173,1,31.9,17.2,24.58653641,23.4,0.9,73.5,17,172.9,2700,274.00125,137.000625,20.29638889,850.0,1.3,1.7,110.0,900.0,15.0,"6,11"
174,1,31.9,8.6,22.02387059,13.4,0.9,64.4,17,171.0,2700,253.8075,126.90375,18.80055556,850.0,1.3,1.7,110.0,900.0,15.0,"3,13"
175,1,31.0,12.1,21.54705274,18.0,0.8,67.2,17,176.6,2700,263.7825,131.89125,19.53944444,850.0,1.3,1.7,110.0,900.0,15.0,
176,1,31.0,12.5,21.80356527,18.4,0.8,68.0,17,176.6,2700,265.4325,132.71625,19.66166667,850.0,1.3,1.7,110.0,900.0,15.0,
177,1,31.0,16.5,25.80200319,23.3,0.9,71.1,17,166.0,2700,263.87625,131.938125,19.54638889,850.0,1.3,1.7,110.0,900.0,15.0,
178,1,31.0,7.5,20.20919421,11.9,0.8,62.6,17,176.0,2700,253.845,126.9225,18.80333333,850.0,1.3,1.7,110.0,900.0,15.0,
179,1,32.1,11.8,23.43279519,17.2,0.9,68.6,17,171.1,2700,262.545,131.2725,19.44777778,850.0,1.3,1.7,110.0,900.0,15.0,14
180,1,32.1,12.5,23.66540132,18.0,0.9,69.2,17,171.0,2700,263.7075,131.85375,19.53388889,850.0,1.3,1.7,110.0,900.0,15.0,
181,1,32.1,12.7,23.50019833,18.3,0.9,69.2,17,171.6,2700,264.1575,132.07875,19.56722222,850.0,1.3,1.7,110.0,900.0,15.0,
182,1,32.1,13.8,23.13077292,19.4,0.9,71.0,17,175.2,2700,270.57,135.285,20.04222222,850.0,1.3,1.7,110.0,900.0,15.0,
183,1,32.1,3.1,18.49768391,5.2,0.8,59.6,17,179.5,2700,250.2825,125.14125,18.53944444,850.0,1.3,1.7,110.0,900.0,15.0,1
184,1,32.1,6.4,19.49591151,10.0,0.8,63.8,17,180.9,2700,259.995,129.9975,19.25888889,850.0,1.3,1.7,110.0,900.0,15.0,
185,1,32.1,8.6,20.60338669,13.1,0.8,65.5,17,178.3,2700,261.55125,130.775625,19.37416667,850.0,1.3,1.7,110.0,900.0,15.0,
186,1,32.2,15.5,24.52436137,21.4,0.9,72.3,17,171.7,2700,270.62625,135.313125,20.04638889,850.0,1.3,1.7,110.0,900.0,15.0,
187,1,32.2,8.6,22.76636914,13.3,0.8,65.1,17,169.1,2700,253.82625,126.913125,18.80194444,850.0,1.3,1.7,110.0,900.0,15.0,
188,1,32.3,6.5,21.00673801,10.2,0.8,63.6,17,174.0,2700,254.4075,127.20375,18.845,850.0,1.3,1.7,110.0,900.0,15.0,
189,1,32.4,12.3,24.73072562,17.7,0.9,69.8,17,168.0,2700,262.695,131.3475,19.45888889,850.0,1.3,1.7,110.0,900.0,15.0,9
190,1,32.4,15.0,24.23020374,20.8,0.9,72.1,17,172.5,2700,270.81375,135.406875,20.06027778,850.0,1.3,1.7,110.0,900.0,15.0,
191,1,32.5,10.9,23.41919573,16.0,0.8,68.4,17,170.9,2700,261.9825,130.99125,19.40611111,850.0,1.3,1.7,110.0,900.0,15.0,
192,1,32.5,14.1,23.24656456,19.7,0.9,71.6,17,175.5,2700,272.0325,136.01625,20.15055556,850.0,1.3,1.7,110.0,900.0,15.0,
193,1,32.5,16.4,27.09170876,22.3,0.9,73.4,17,164.6,2700,267.57,133.785,19.82,850.0,1.3,1.7,110.0,900.0,15.0,
194,1,32.5,17.1,24.82002166,22.9,0.8,74.8,17,173.6,2700,277.2075,138.60375,20.53388889,850.0,1.3,1.7,110.0,900.0,15.0,
195,1,32.6,11.5,22.14754267,16.5,0.8,69.7,17,177.4,2700,269.53875,134.769375,19.96583333,850.0,1.3,1.7,110.0,900.0,15.0,
196,1,32.6,12.8,23.39941846,18.1,0.8,70.6,17,173.7,2700,268.62,134.31,19.89777778,850.0,1.3,1.7,110.0,900.0,15.0,"7,15"
197,1,32.6,14.6,21.78607511,20.0,0.8,72.8,17,182.8,2700,279.9825,139.99125,20.73944444,850.0,1.3,1.7,110.0,900.0,15.0,"6,13"
198,1,32.7,14.6,24.96371813,20.1,0.9,72.4,17,170.3,2700,269.7825,134.89125,19.98388889,850.0,1.3,1.7,110.0,900.0,15.0,
199,1,32.7,9.2,23.52754713,13.7,0.9,66.8,17,168.5,2700,256.8825,128.44125,19.02833333,850.0,1.3,1.7,110.0,900.0,15.0,16
200,1,32.8,20.0,26.18583088,25.5,0.9,78.1,17,172.7,2700,283.33875,141.669375,20.98805556,850.0,1.3,1.7,110.0,900.0,15.0,
201,1,32.9,17.6,24.00058633,23.1,0.9,76.3,17,178.3,2700,283.82625,141.913125,21.02416667,850.0,1.3,1.7,110.0,900.0,15.0,
202,1,32.9,25.8,25.37061362,30.5,0.9,84.5,17,182.5,2700,303.88875,151.944375,22.51027778,850.0,1.3,1.7,110.0,900.0,15.0,11
203,1,32.0,11.8,22.59423157,17.1,0.8,68.8,17,174.5,2700,265.5075,132.75375,19.66722222,850.0,1.3,1.7,110.0,900.0,15.0,
204,1,32.0,16.0,23.6795723,21.9,0.9,73.1,17,175.7,2700,275.27625,137.638125,20.39083333,850.0,1.3,1.7,110.0,900.0,15.0,
205,1,32.0,21.1,25.48054667,27.2,0.9,77.5,17,174.4,2700,283.37625,141.688125,20.99083333,850.0,1.3,1.7,110.0,900.0,15.0,
206,1,32.0,7.7,21.36052953,11.9,0.8,64.3,17,173.5,2700,255.47625,127.738125,18.92416667,850.0,1.3,1.7,110.0,900.0,15.0,
207,1,33.1,7.0,21.78489091,10.7,0.8,65.2,17,173.0,2700,256.9575,128.47875,19.03388889,850.0,1.3,1.7,110.0,900.0,15.0,
208,1,33.2,17.5,23.80038006,22.9,0.9,76.6,17,179.4,2700,285.27,142.635,21.13111111,850.0,1.3,1.7,110.0,900.0,15.0,
209,1,33.4,13.7,24.28010331,18.9,0.9,72.5,17,172.8,2700,271.86375,135.931875,20.13805556,850.0,1.3,1.7,110.0,900.0,15.0,
210,1,33.4,6.3,19.46915295,9.6,0.8,65.7,17,183.7,2700,266.01375,133.006875,19.70472222,850.0,1.3,1.7,110.0,900.0,15.0,
211,1,33.5,6.6,22.25968686,10.1,0.9,65.7,17,171.8,2700,257.08875,128.544375,19.04361111,850.0,1.3,1.7,110.0,900.0,15.0,
212,1,33.6,17.7,23.01598497,22.9,0.9,77.5,17,183.5,2700,290.20125,145.100625,21.49638889,850.0,1.3,1.7,110.0,900.0,15.0,
213,1,33.7,12.2,23.87382633,16.9,0.9,71.7,17,173.3,2700,270.58875,135.294375,20.04361111,850.0,1.3,1.7,110.0,900.0,15.0,
214,1,33.7,14.1,23.63650514,19.1,0.9,73.8,17,176.7,2700,277.47,138.735,20.55333333,850.0,1.3,1.7,110.0,900.0,15.0,
215,1,33.8,9.1,22.27254649,13.3,0.8,68.6,17,175.5,2700,265.845,132.9225,19.69222222,850.0,1.3,1.7,110.0,900.0,15.0,9
216,1,33.0,13.8,25.94787258,18.9,0.9,72.8,17,167.5,2700,268.5075,134.25375,19.88944444,850.0,1.3,1.7,110.0,900.0,15.0,
217,1,33.0,18.5,24.57786715,24.0,0.9,77.0,17,177.0,2700,284.295,142.1475,21.05888889,850.0,1.3,1.7,110.0,900.0,15.0,
218,1,33.0,5.5,18.84451796,8.6,0.8,63.8,17,184.0,2700,262.32,131.16,19.43111111,850.0,1.3,1.7,110.0,900.0,15.0,12
219,1,33.0,7.9,21.31487291,11.9,0.9,66.1,17,176.1,2700,261.13875,130.569375,19.34361111,850.0,1.3,1.7,110.0,900.0,15.0,
220,1,33.0,8.3,21.02017937,12.4,0.8,66.9,17,178.4,2700,264.51375,132.256875,19.59361111,850.0,1.3,1.7,110.0,900.0,15.0,
221,1,34.1,5.6,17.79019073,11.5,0.8,49.2,17,166.3,2700,218.9325,109.46625,16.21722222,850.0,1.3,1.7,110.0,900.0,15.0,
222,1,34.1,7.5,21.01206448,11.2,0.9,67.4,17,179.1,2700,266.07,133.035,19.70888889,850.0,1.3,1.7,110.0,900.0,15.0,
223,1,34.3,5.2,19.22108533,8.0,0.8,65.5,17,184.6,2700,266.27625,133.138125,19.72416667,850.0,1.3,1.7,110.0,900.0,15.0,
224,1,34.3,6.9,20.81015339,10.2,0.8,67.8,17,180.5,2700,267.945,133.9725,19.84777778,850.0,1.3,1.7,110.0,900.0,15.0,
225,1,34.4,14.3,25.29702105,19.1,0.8,75.1,17,172.3,2700,276.85125,138.425625,20.5075,850.0,1.3,1.7,110.0,900.0,15.0,12
226,1,34.4,14.9,25.20569948,19.7,0.9,75.7,17,173.3,2700,278.83875,139.419375,20.65472222,850.0,1.3,1.7,110.0,900.0,15.0,
227,1,34.4,20.9,28.703855199999996,25.7,0.9,81.4,17,168.4,2700,286.92,143.46,21.25333333,850.0,1.3,1.7,110.0,900.0,15.0,
228,1,34.5,17.3,26.31379962,22.1,0.9,78.3,17,172.5,2700,283.60125,141.800625,21.0075,850.0,1.3,1.7,110.0,900.0,15.0,
229,1,34.7,14.5,25.33497343,19.3,0.9,75.3,17,172.4,2700,277.33875,138.669375,20.54361111,850.0,1.3,1.7,110.0,900.0,15.0,
230,1,34.7,14.6,23.03952213,19.2,0.9,76.4,17,182.1,2700,286.8825,143.44125,21.25055556,850.0,1.3,1.7,110.0,900.0,15.0,
231,1,34.7,19.7,27.0889363,24.4,0.9,80.7,17,172.6,2700,288.62625,144.313125,21.37972222,850.0,1.3,1.7,110.0,900.0,15.0,
232,1,34.7,32.6,32.04076077,34.7,0.9,93.8,17,171.1,2700,314.52,157.26,23.29777778,850.0,1.3,1.7,110.0,900.0,15.0,1
233,1,34.8,8.2,21.91764257,11.8,0.9,69.6,17,178.2,2700,269.9325,134.96625,19.995,850.0,1.3,1.7,110.0,900.0,15.0,
234,1,34.9,16.0,24.41357156,20.6,0.9,77.7,17,178.4,2700,286.78875,143.394375,21.24361111,850.0,1.3,1.7,110.0,900.0,15.0,10
235,1,34.0,10.9,22.33344206,15.3,0.9,71.0,17,178.3,2700,272.895,136.4475,20.21444444,850.0,1.3,1.7,110.0,900.0,15.0,
236,1,34.0,11.3,24.078638,15.9,0.9,71.4,17,172.2,2700,269.145,134.5725,19.93666667,850.0,1.3,1.7,110.0,900.0,15.0,
237,1,34.0,16.5,23.07082148,21.2,0.8,77.6,17,183.4,2700,290.3325,145.16625,21.50611111,850.0,1.3,1.7,110.0,900.0,15.0,
238,1,35.2,21.5,26.50267804,25.7,0.9,83.5,17,177.5,2700,298.07625,149.038125,22.07972222,850.0,1.3,1.7,110.0,900.0,15.0,
239,1,35.3,25.2,29.40558706,28.8,0.9,87.5,17,172.5,2700,302.57625,151.288125,22.41305556,850.0,1.3,1.7,110.0,900.0,15.0,
240,1,35.4,11.7,22.68800075,15.8,0.9,74.0,17,180.6,2700,280.8075,140.40375,20.80055556,850.0,1.3,1.7,110.0,900.0,15.0,
241,1,35.5,4.0,21.4283975,6.0,0.8,66.0,17,175.5,2700,260.4825,130.24125,19.295,850.0,1.3,1.7,110.0,900.0,15.0,
242,1,35.6,20.9,28.19483099,24.9,0.9,83.8,17,172.4,2700,294.87,147.435,21.84222222,850.0,1.3,1.7,110.0,900.0,15.0,"18,13"
243,1,35.6,7.0,23.44285837,10.0,0.8,70.0,17,172.8,2700,266.7075,133.35375,19.75611111,850.0,1.3,1.7,110.0,900.0,15.0,
244,1,35.7,3.1,21.94496954,4.7,0.9,65.3,17,172.5,2700,256.78875,128.394375,19.02138889,850.0,1.3,1.7,110.0,900.0,15.0,
245,1,35.7,8.8,23.32624424,12.3,0.9,71.6,17,175.2,2700,271.8075,135.90375,20.13388889,850.0,1.3,1.7,110.0,900.0,15.0,
246,1,35.9,22.1,31.91990293,26.1,0.9,84.6,17,162.8,2700,289.32,144.66,21.43111111,850.0,1.3,1.7,110.0,900.0,15.0,
247,1,36.2,15.9,26.59627786,19.9,0.9,79.6,17,173.0,2700,286.6575,143.32875,21.23388889,850.0,1.3,1.7,110.0,900.0,15.0,3
248,1,36.2,19.0,25.77705317,23.0,0.9,82.5,17,178.9,2700,297.06375,148.531875,22.00472222,850.0,1.3,1.7,110.0,900.0,15.0,
249,1,36.3,48.7,38.20480219,43.3,1.0,112.5,17,171.6,2700,353.46375,176.731875,26.1825,850.0,1.3,1.7,110.0,900.0,15.0,3
250,1,36.4,11.0,22.72754061,14.6,0.8,75.2,17,181.9,2700,284.2575,142.12875,21.05611111,850.0,1.3,1.7,110.0,900.0,15.0,
251,1,36.6,12.2,24.01852088,15.9,0.9,76.7,17,178.7,2700,284.95125,142.475625,21.1075,850.0,1.3,1.7,110.0,900.0,15.0,
252,1,36.7,9.6,25.19004931,13.1,0.9,73.4,17,170.7,2700,272.145,136.0725,20.15888889,850.0,1.3,1.7,110.0,900.0,15.0,
253,1,36.8,28.1,30.30005535,30.2,0.9,92.9,17,175.1,2700,315.66375,157.831875,23.3825,850.0,1.3,1.7,110.0,900.0,15.0,
254,1,36.0,17.0,24.78726576,21.1,0.9,80.4,17,180.1,2700,293.6325,146.81625,21.75055556,850.0,1.3,1.7,110.0,900.0,15.0,6
255,1,37.2,7.4,22.51167466,10.1,0.8,73.1,17,180.2,2700,278.65125,139.325625,20.64083333,850.0,1.3,1.7,110.0,900.0,15.0,
256,1,37.4,3.2,20.42461704,4.6,0.8,68.4,17,183.0,2700,271.0575,135.52875,20.07833333,850.0,1.3,1.7,110.0,900.0,15.0,
257,1,37.4,9.3,22.64219297,12.4,0.8,75.0,17,182.0,2700,283.92,141.96,21.03111111,850.0,1.3,1.7,110.0,900.0,15.0,
258,1,37.7,37.0,33.81973393,35.9,0.9,103.1,17,174.6,2700,336.32625,168.163125,24.91305556,850.0,1.3,1.7,110.0,900.0,15.0,
259,1,38.3,22.1,27.71532508,24.8,0.9,89.2,17,179.4,2700,311.2575,155.62875,23.05611111,850.0,1.3,1.7,110.0,900.0,15.0,11
260,1,38.4,5.7,21.62098299,7.8,0.8,73.2,17,184.0,2700,281.7075,140.85375,20.86722222,850.0,1.3,1.7,110.0,900.0,15.0,
261,1,39.3,16.3,25.26420928,18.9,0.9,86.0,17,184.5,2700,308.4825,154.24125,22.85055556,850.0,1.3,1.7,110.0,900.0,15.0,
262,1,39.6,14.3,28.47050985,17.5,0.9,81.7,17,169.4,2700,288.28875,144.144375,21.35472222,850.0,1.3,1.7,110.0,900.0,15.0,
263,1,39.9,38.2,33.42515788,35.1,0.9,108.9,17,180.5,2700,352.71375,176.356875,26.12694444,850.0,1.3,1.7,110.0,900.0,15.0,"13,3"
264,1,40.3,22.7,31.559797800000002,24.5,0.9,92.5,17,171.2,2700,311.91375,155.956875,23.10472222,850.0,1.3,1.7,110.0,900.0,15.0,
265,1,40.3,6.3,25.38526663,8.3,0.9,75.8,17,172.8,2700,278.67,139.335,20.64222222,850.0,1.3,1.7,110.0,900.0,15.0,"3,6"
266,1,41.1,29.6,32.27930966,29.1,0.9,101.7,17,177.5,2700,335.61375,167.806875,24.86027778,850.0,1.3,1.7,110.0,900.0,15.0,
267,1,42.3,42.4,35.41238981,36.2,1.0,117.3,17,182.0,2700,371.16375,185.581875,27.49361111,850.0,1.3,1.7,110.0,900.0,15.0,
268,1,43.5,25.4,29.683022100000002,25.0,0.9,101.7,17,185.1,2700,341.31375,170.656875,25.2825,850.0,1.3,1.7,110.0,900.0,15.0,
269,1,43.7,34.7,36.45290269,31.3,0.9,111.0,17,174.5,2700,352.545,176.2725,26.11444444,850.0,1.3,1.7,110.0,900.0,15.0,
270,1,44.6,15.1,28.70472479,16.3,0.9,92.9,17,179.9,2700,319.26375,159.631875,23.64916667,850.0,1.3,1.7,110.0,900.0,15.0,
271,1,49.1,21.6,29.71647252,20.3,0.9,106.6,17,189.4,2700,354.645,177.3225,26.27,850.0,1.3,1.7,110.0,900.0,15.0,4
272,2,14.3,17.3,22.52044395,38.6,0.8,44.9,17,141.2,2000,189.9006,94.9503,14.06671111,600.0,1.0,1.2,100.0,900.0,17.0,
273,2,14.6,22.9,24.34175829,37.8,0.9,60.0,17,157.0,2000,215.9385,107.96925,15.99544444,600.0,1.0,1.2,100.0,900.0,17.0,
274,2,14.7,17.1,21.25801673,37.6,0.8,45.5,17,146.3,2000,192.17625,96.088125,14.23527778,600.0,1.0,1.2,100.0,900.0,17.0,
275,2,14.9,13.9,19.16259462,32.6,0.8,42.6,17,149.1,2000,188.79465,94.397325,13.98478889,600.0,1.0,1.2,100.0,900.0,17.0,
276,2,14.9,8.9,15.85613037,23.4,0.7,37.8,17,154.4,2000,183.3822,91.6911,13.58386667,600.0,1.0,1.2,100.0,900.0,17.0,"15,9"
277,2,15.5,10.6,17.792298100000004,26.3,0.8,40.3,17,150.5,2000,185.88495,92.942475,13.76925556,600.0,1.0,1.2,100.0,900.0,17.0,
278,2,15.6,11.3,16.81722962,27.3,0.7,41.4,17,156.9,2000,189.23835,94.619175,14.01765556,600.0,1.0,1.2,100.0,900.0,17.0,
279,2,15.8,12.4,19.86394137,29.3,0.8,42.4,17,146.1,2000,187.67535,93.837675,13.90187778,600.0,1.0,1.2,100.0,900.0,17.0,8
280,2,15.8,20.9,22.4410111,41.0,0.9,51.1,17,150.9,2000,201.48315,100.741575,14.92467778,600.0,1.0,1.2,100.0,900.0,17.0,
281,2,15.9,16.9,21.87249909,35.8,0.8,47.2,17,146.9,2000,194.78055,97.390275,14.42818889,600.0,1.0,1.2,100.0,900.0,17.0,
282,2,16.2,10.7,17.77466352,25.9,0.8,41.5,17,152.8,2000,188.24400000000003,94.12200000000001,13.944,600.0,1.0,1.2,100.0,900.0,17.0,
283,2,16.4,12.6,19.85938641,29.0,0.8,43.5,17,148.0,2000,189.78,94.89,14.05777778,600.0,1.0,1.2,100.0,900.0,17.0,
284,2,16.7,12.8,17.55327774,28.6,0.8,44.6,17,159.4,2000,194.5209,97.26045,14.40895556,600.0,1.0,1.2,100.0,900.0,17.0,
285,2,16.7,17.5,19.72853535,35.4,0.8,49.5,17,158.4,2000,201.27,100.635,14.90888889,600.0,1.0,1.2,100.0,900.0,17.0,"4,14"
286,2,16.9,13.1,18.87262268,28.9,0.8,45.4,17,155.1,2000,194.47485,97.237425,14.40554444,600.0,1.0,1.2,100.0,900.0,17.0,"11,17"
287,2,17.1,18.8,20.72058453,36.5,0.8,51.4,17,157.5,2000,203.74485,101.872425,15.09221111,600.0,1.0,1.2,100.0,900.0,17.0,
288,2,17.1,9.2,21.04542595,22.3,0.8,47.1,17,149.6,2000,195.3864,97.6932,14.47306667,600.0,1.0,1.2,100.0,900.0,17.0,
289,2,17.2,11.2,19.15414419,25.6,0.8,43.5,17,150.7,2000,190.52925,95.264625,14.11327778,600.0,1.0,1.2,100.0,900.0,17.0,
290,2,17.2,15.3,18.42613194,31.9,0.8,48.0,17,161.4,2000,199.9515,99.97575,14.81122222,600.0,1.0,1.2,100.0,900.0,17.0,
291,2,17.4,19.0,21.80502731,32.8,0.8,48.8,17,149.6,2000,197.8242,98.9121,14.65364444,600.0,1.0,1.2,100.0,900.0,17.0,
292,2,17.5,11.3,18.70365515,25.6,0.8,44.3,17,153.9,2000,192.56445,96.282225,14.26403333,600.0,1.0,1.2,100.0,900.0,17.0,2
293,2,17.6,11.6,18.75711803,25.9,0.8,44.6,17,154.2,2000,193.0779,96.53895,14.30206667,600.0,1.0,1.2,100.0,900.0,17.0,
294,2,17.6,13.2,19.06640368,28.5,0.8,46.4,17,156.0,2000,196.1586,98.0793,14.53026667,600.0,1.0,1.2,100.0,900.0,17.0,13
295,2,17.6,14.1,19.61353818,29.9,0.8,47.0,17,154.8,2000,196.68599999999998,98.34299999999999,14.56933333,600.0,1.0,1.2,100.0,900.0,17.0,
296,2,17.7,10.8,18.35587929,24.5,0.8,44.1,17,155.0,2000,192.5829,96.29145,14.2654,600.0,1.0,1.2,100.0,900.0,17.0,
297,2,17.7,17.5,21.21235957,34.5,0.8,50.7,17,154.6,2000,201.9363,100.96815,14.95824444,600.0,1.0,1.2,100.0,900.0,17.0,
298,2,17.7,9.5,17.71468968,22.2,0.8,43.0,17,155.8,2000,191.2275,95.61375,14.165,600.0,1.0,1.2,100.0,900.0,17.0,
299,2,17.8,11.4,17.83798085,25.4,0.8,44.7,17,158.3,2000,194.35905,97.179525,14.39696667,600.0,1.0,1.2,100.0,900.0,17.0,
300,2,17.9,13.8,18.46226081,28.9,0.8,47.5,17,160.4,2000,198.957,99.4785,14.73755556,600.0,1.0,1.2,100.0,900.0,17.0,
301,2,17.9,15.3,21.100222199999997,31.2,0.8,49.2,17,152.7,2000,199.25805,99.629025,14.75985556,600.0,1.0,1.2,100.0,900.0,17.0,
302,2,17.9,16.3,19.04852071,32.4,0.8,50.3,17,162.5,2000,203.55495,101.777475,15.07814444,600.0,1.0,1.2,100.0,900.0,17.0,
303,2,17.0,17.5,20.16708368,35.1,0.8,49.9,17,157.3,2000,201.53835,100.769175,14.92876667,600.0,1.0,1.2,100.0,900.0,17.0,
304,2,17.0,18.5,20.70263692,36.4,0.8,50.9,17,156.8,2000,202.8336,101.4168,15.02471111,600.0,1.0,1.2,100.0,900.0,17.0,9
305,2,18.1,11.0,18.89381133,24.4,0.8,45.1,17,154.5,2000,193.87815,96.939075,14.36134444,600.0,1.0,1.2,100.0,900.0,17.0,
306,2,18.1,12.6,17.92709087,27.0,0.8,46.7,17,161.4,2000,198.0873,99.04365,14.67313333,600.0,1.0,1.2,100.0,900.0,17.0,
307,2,18.1,19.6,22.12549498,36.7,0.9,53.5,17,155.5,2000,206.20125,103.100625,15.27416667,600.0,1.0,1.2,100.0,900.0,17.0,2
308,2,18.2,17.9,20.4296875,34.2,0.8,52.3,17,160.0,2000,205.7292,102.8646,15.2392,600.0,1.0,1.2,100.0,900.0,17.0,
309,2,18.2,21.4,21.03955738,38.3,0.8,55.9,17,163.0,2000,211.7241,105.86205,15.68326667,600.0,1.0,1.2,100.0,900.0,17.0,
310,2,18.3,12.8,17.5332732,27.2,0.8,47.1,17,163.9,2000,199.35465,99.677325,14.76701111,600.0,1.0,1.2,100.0,900.0,17.0,
311,2,18.3,16.6,20.55933485,32.5,0.8,51.0,17,157.5,2000,203.17125,101.585625,15.04972222,600.0,1.0,1.2,100.0,900.0,17.0,"7,17"
312,2,18.3,18.4,23.56592815,34.9,0.8,52.6,17,149.4,2000,203.2179,101.60895,15.05317778,600.0,1.0,1.2,100.0,900.0,17.0,
313,2,18.4,11.2,18.03142597,24.6,0.8,45.7,17,159.2,2000,196.0428,98.0214,14.52168889,600.0,1.0,1.2,100.0,900.0,17.0,
314,2,18.4,13.1,17.61546866,27.4,0.8,47.9,17,164.9,2000,200.77935,100.389675,14.87254444,600.0,1.0,1.2,100.0,900.0,17.0,
315,2,18.4,15.6,18.77602617,30.8,0.8,50.5,17,164.0,2000,204.25799999999998,102.12899999999999,15.13022222,600.0,1.0,1.2,100.0,900.0,17.0,
316,2,18.4,9.3,17.57621567,21.2,0.8,43.6,17,157.5,2000,192.55965,96.279825,14.26367778,600.0,1.0,1.2,100.0,900.0,17.0,
317,2,18.5,11.6,18.95234856,25.0,0.8,46.3,17,156.3,2000,196.09845,98.049225,14.52581111,600.0,1.0,1.2,100.0,900.0,17.0,18
318,2,18.5,16.0,20.75343568,31.6,0.8,50.7,17,156.3,2000,202.40805,101.204025,14.99318889,600.0,1.0,1.2,100.0,900.0,17.0,
319,2,18.5,18.9,22.12276362,35.3,0.8,53.7,17,155.8,2000,206.5713,103.28565,15.30157778,600.0,1.0,1.2,100.0,900.0,17.0,
320,2,18.6,10.9,18.26433979,23.7,0.8,46.0,17,158.7,2000,196.33425,98.167125,14.54327778,600.0,1.0,1.2,100.0,900.0,17.0,
321,2,18.6,17.4,22.75638571,33.2,0.8,52.3,17,151.6,2000,203.3982,101.6991,15.06653333,600.0,1.0,1.2,100.0,900.0,17.0,
322,2,18.6,18.8,22.06607495,35.0,0.9,53.7,17,156.0,2000,206.6268,103.3134,15.30568889,600.0,1.0,1.2,100.0,900.0,17.0,
323,2,18.7,17.9,20.76813956,33.6,0.8,53.1,17,159.9,2000,206.84865,103.424325,15.32212222,600.0,1.0,1.2,100.0,900.0,17.0,
324,2,18.7,18.6,22.97442839,34.7,0.8,53.5,17,152.6,2000,205.3965,102.69825,15.21455556,600.0,1.0,1.2,100.0,900.0,17.0,"2,16"
325,2,18.7,21.3,23.30618678,37.7,0.9,56.5,17,155.7,2000,210.55875,105.279375,15.59694444,600.0,1.0,1.2,100.0,900.0,17.0,"3,16"
326,2,18.7,26.1,25.25967777,42.7,0.9,61.0,17,155.4,2000,216.9285,108.46425,16.06877778,600.0,1.0,1.2,100.0,900.0,17.0,
327,2,18.7,9.2,17.93176194,20.9,0.8,44.2,17,157.0,2000,193.2813,96.64065,14.31713333,600.0,1.0,1.2,100.0,900.0,17.0,
328,2,18.8,12.7,21.3012098,26.5,0.8,47.8,17,149.8,2000,196.4457,98.22285,14.55153333,600.0,1.0,1.2,100.0,900.0,17.0,
329,2,18.8,16.2,19.71027425,31.5,0.8,51.6,17,161.8,2000,205.2249,102.61245,15.20184444,600.0,1.0,1.2,100.0,900.0,17.0,
330,2,18.8,19.5,25.22097274,35.8,0.9,54.5,17,147.0,2000,205.2765,102.63825,15.20566667,600.0,1.0,1.2,100.0,900.0,17.0,
331,2,18.9,10.3,19.14319447,22.7,0.8,45.4,17,154.0,2000,194.1696,97.0848,14.38293333,600.0,1.0,1.2,100.0,900.0,17.0,
332,2,18.9,14.6,20.36593777,29.1,0.8,50.2,17,157.0,2000,201.8853,100.94265,14.95446667,600.0,1.0,1.2,100.0,900.0,17.0,
333,2,18.9,17.9,21.56860841,33.6,0.8,53.3,17,157.2,2000,206.3862,103.1931,15.28786667,600.0,1.0,1.2,100.0,900.0,17.0,
334,2,18.9,9.5,16.76829268,21.2,0.7,45.1,17,164.0,2000,196.5144,98.2572,14.55662222,600.0,1.0,1.2,100.0,900.0,17.0,
335,2,18.0,17.7,19.64073382,34.2,0.8,51.8,17,162.4,2000,205.6782,102.8391,15.23542222,600.0,1.0,1.2,100.0,900.0,17.0,
336,2,19.1,13.8,19.17683252,28.0,0.8,49.4,17,160.5,2000,201.70935,100.854675,14.94143333,600.0,1.0,1.2,100.0,900.0,17.0,3
337,2,19.1,17.6,20.95105197,33.1,0.8,53.3,17,159.5,2000,207.02445,103.512225,15.33514444,600.0,1.0,1.2,100.0,900.0,17.0,
