,칼로리(Kcal),탄수화물(g),단백질(g),지방(g),비타민A(mg),티아민(mg),리보플라빈(mg),비타민C(mg),칼슘(mg),철분(mg)
0,17.0,850.1,486.6,7364.5,17.7,12.5,780.9000000000001,6335.800000000001,134.3,규칙규칙규칙규칙규칙규칙규칙
1,16.0,852.3000000000001,544.8,8785.0,20.7,13.9,784.4,6383.6,282.29999999999995,규칙규칙규칙규칙규칙규칙규칙
2,14.0,753.8000000000001,414.1,8063.299999999999,215.70000000000002,212.20000000000002,842.4,6129.599999999999,140.1,규칙규칙규칙규칙규칙규칙규칙
3,18.0,811.9,512.4,7354.299999999999,18.3,11.0,876.5999999999999,5662.8,134.7,규칙규칙규칙규칙규칙규칙규칙
4,17.0,747.5,439.00000000000006,7803.4,32.2,12.0,917.3,5920.599999999999,130.0,규칙규칙규칙규칙규칙규칙규칙
5,19.0,769.4000000000001,391.0,7037.599999999999,88.7,73.8,851.0000000000001,5186.3,147.1,규칙규칙규칙규칙규칙규칙규칙
6,17.0,793.4000000000001,443.5,7204.799999999999,16.800000000000004,11.4,958.3999999999999,4842.8,153.7,규칙규칙규칙규칙규칙규칙규칙
7,18.0,792.4,441.4,7283.4,14.4,11.799999999999999,799.6999999999999,5340.5,128.4,규칙규칙규칙규칙규칙규칙규칙
8,18.0,820.8,528.5,7432.0,121.0,118.6,974.0999999999999,7621.4,202.2,규칙규칙규칙규칙규칙규칙규칙
9,15.0,823.4000000000001,455.5999999999999,7987.7,24.0,12.4,1662.9,8329.5,270.6000000000001,규칙규칙규칙규칙규칙규칙규칙
10,18.0,875.1999999999999,522.6999999999999,6417.7,17.7,11.299999999999999,763.1,5780.699999999999,172.20000000000002,규칙규칙규칙규칙규칙규칙규칙
11,18.0,735.3000000000001,406.2,7499.0,18.400000000000002,12.4,1008.0000000000001,5310.500000000001,140.1,규칙규칙규칙규칙규칙규칙규칙
12,18.0,826.6999999999999,426.40000000000003,6969.8,37.5,27.1,952.4999999999999,5699.7,139.2,규칙규칙규칙규칙규칙규칙규칙
13,17.0,845.0999999999999,600.9999999999999,9195.499999999998,54.7,36.699999999999996,1242.2,6992.2,159.1,규칙규칙규칙규칙규칙규칙규칙
14,18.0,739.4,447.4,7014.5,13.7,10.700000000000001,1008.0999999999999,6753.2,140.4,규칙규칙규칙규칙규칙규칙규칙
15,17.0,801.5,434.4,8922.900000000001,14.5,12.899999999999999,1256.1000000000001,6713.000000000001,170.39999999999998,규칙규칙규칙규칙규칙규칙규칙
16,18.0,971.8000000000001,597.3,9215.0,21.2,29.8,877.6,7294.200000000001,173.4,규칙규칙규칙규칙규칙규칙규칙
17,17.0,852.4,536.8000000000001,8327.0,35.9,25.400000000000002,1060.6,6186.899999999999,168.00000000000003,규칙규칙규칙규칙규칙규칙규칙
18,14.0,789.1999999999999,468.80000000000007,6427.200000000001,15.600000000000001,10.4,734.5999999999999,5722.1,147.4,규칙규칙규칙규칙규칙규칙규칙
19,14.0,828.8,406.0,8644.599999999999,43.4,42.00000000000001,1049.2,6559.5,223.59999999999997,규칙규칙규칙규칙규칙규칙규칙
20,20.0,783.7,474.8,7632.300000000001,16.3,12.0,1430.1999999999998,6594.700000000001,157.70000000000002,규칙규칙규칙규칙규칙규칙규칙
21,18.0,783.6,461.5,7520.2,100.0,59.3,1007.7,5871.9,123.2,규칙규칙규칙규칙규칙규칙규칙
22,18.0,770.6,533.8000000000001,7482.6,11.299999999999999,11.8,943.7,5470.400000000001,124.4,규칙규칙규칙규칙규칙규칙규칙
23,20.0,951.5999999999999,536.6999999999999,7906.300000000001,17.900000000000002,14.1,884.2,6518.499999999999,164.5,규칙규칙규칙규칙규칙규칙규칙
24,15.0,755.1999999999999,435.7,6249.9,83.0,77.29999999999998,855.8,4640.9,123.6,규칙규칙규칙규칙규칙규칙규칙
25,19.0,795.9000000000001,504.1,5228.3,19.3,11.2,1132.7000000000003,5616.5,138.10000000000002,규칙규칙규칙규칙규칙규칙규칙
26,19.0,843.0,490.99999999999994,9080.5,16.0,13.299999999999999,1110.2,6309.1,159.3,규칙규칙규칙규칙규칙규칙규칙
27,18.0,878.4000000000001,533.6,5657.599999999999,23.900000000000006,12.8,863.0,7272.700000000001,152.70000000000002,규칙규칙규칙규칙규칙규칙규칙
28,14.0,804.9000000000001,409.0,6610.400000000001,14.8,12.399999999999999,839.2,6043.299999999999,127.20000000000002,규칙규칙규칙규칙규칙규칙규칙
29,9.0,887.3,453.7,7062.0,36.3,25.0,1067.5,6423.7,159.10000000000005,규칙규칙규칙규칙규칙규칙규칙
30,17.0,700.8000000000001,460.7,8302.8,16.3,11.3,940.2,5780.3,175.00000000000003,규칙규칙규칙규칙규칙규칙규칙
31,14.0,743.4000000000001,491.7,7739.700000000001,19.400000000000002,15.899999999999999,894.8000000000001,5493.5,136.7,규칙규칙규칙규칙규칙규칙규칙
32,16.0,680.6999999999999,540.7,5303.1,53.1,38.9,867.4000000000001,6009.499999999999,139.9,규칙규칙규칙규칙규칙규칙규칙
33,18.0,779.5000000000001,541.9000000000001,6902.2,53.9,10.8,899.8,6417.500000000001,158.2,규칙규칙규칙규칙규칙규칙규칙
34,17.0,826.4,421.7,7138.5999999999985,18.2,12.200000000000003,794.8,4508.099999999999,145.39999999999998,규칙규칙규칙규칙규칙규칙규칙
35,18.0,929.7,587.4999999999999,8629.499999999998,20.3,13.999999999999998,831.7,6130.7,168.0,규칙규칙규칙규칙규칙규칙규칙
36,19.0,883.3999999999999,415.40000000000003,6354.400000000001,15.5,13.500000000000002,866.2,6797.099999999999,154.9,규칙규칙규칙규칙규칙규칙규칙
37,16.0,765.3000000000001,388.1000000000001,9317.6,114.8,111.8,1010.2,7066.200000000001,258.1,규칙규칙규칙규칙규칙규칙규칙
38,16.0,830.2,440.00000000000006,7080.9,16.4,11.4,877.8,5850.299999999999,145.5,규칙규칙규칙규칙규칙규칙규칙
39,19.0,768.9000000000001,485.90000000000003,7880.899999999999,18.5,13.100000000000001,857.0999999999999,5151.7,125.30000000000001,규칙규칙규칙규칙규칙규칙규칙
40,18.0,895.7,563.9,6844.800000000001,17.5,13.700000000000001,1143.0,7262.4,154.79999999999998,규칙규칙규칙규칙규칙규칙규칙
41,16.0,900.6,449.59999999999997,7931.599999999999,27.5,11.8,881.4000000000001,5410.3,134.00000000000003,규칙규칙규칙규칙규칙규칙규칙
42,19.0,804.0,426.2,6792.1,14.9,11.5,882.0999999999999,6466.299999999999,154.3,규칙규칙규칙규칙규칙규칙규칙
43,19.0,855.2,649.5,7847.7,20.3,13.1,1127.1,7351.7,141.3,규칙규칙규칙규칙규칙규칙규칙
44,18.0,786.9,484.40000000000003,8550.099999999999,23.099999999999998,12.9,1185.0,4632.5,153.5,규칙규칙규칙규칙규칙규칙규칙
45,17.0,791.9,429.1,9204.599999999999,17.7,14.0,1147.7,6303.5,151.1,규칙규칙규칙규칙규칙규칙규칙
46,16.0,866.4,447.3,7527.5,17.099999999999998,21.799999999999997,1036.4,6668.200000000001,167.7,규칙규칙규칙규칙규칙규칙규칙
47,15.0,920.3,453.00000000000006,6985.900000000001,17.599999999999998,11.8,1072.0,6628.9,153.1,규칙규칙규칙규칙규칙규칙규칙
48,16.0,784.4999999999999,470.20000000000005,7153.0,21.1,12.4,1128.9,5627.0,188.60000000000002,규칙규칙규칙규칙규칙규칙규칙
49,20.0,780.8000000000001,515.1999999999999,7338.400000000001,15.2,11.099999999999998,966.1,7011.599999999999,157.2,규칙규칙규칙규칙규칙규칙규칙
50,14.0,734.6,365.50000000000006,6781.6,13.0,10.399999999999999,1050.1,7548.4000000000015,145.8,규칙규칙규칙규칙규칙규칙규칙
51,16.0,814.0,476.6,8856.2,14.4,12.7,952.0,5680.099999999999,134.9,규칙규칙규칙규칙규칙규칙규칙
52,18.0,812.6,542.8,7383.8,20.7,20.5,926.0,5564.1,124.6,규칙규칙규칙규칙규칙규칙규칙
53,18.0,729.3000000000001,422.19999999999993,6792.7,14.1,11.899999999999999,926.2,5338.800000000001,131.5,규칙규칙규칙규칙규칙규칙규칙
54,18.0,830.3000000000001,625.5000000000001,7592.5,116.60000000000001,113.1,878.2,5737.8,649.8000000000001,규칙규칙규칙규칙규칙규칙규칙
55,15.0,738.5,467.6,6114.7,15.299999999999999,13.3,885.4000000000001,4384.599999999999,114.49999999999999,규칙규칙규칙규칙규칙규칙규칙
56,20.0,786.5,403.7,7184.900000000001,12.299999999999999,12.700000000000001,971.4000000000001,5716.9,145.8,규칙규칙규칙규칙규칙규칙규칙
57,17.0,759.0999999999999,439.59999999999997,5929.3,16.3,16.3,722.9999999999999,6481.100000000001,126.3,규칙규칙규칙규칙규칙규칙규칙
58,15.0,728.6000000000001,503.40000000000003,10382.199999999999,13.399999999999999,12.1,1040.8999999999999,6192.499999999999,138.5,규칙규칙규칙규칙규칙규칙규칙
59,17.0,848.9000000000001,402.50000000000006,5827.2,17.299999999999997,11.5,722.3,6771.0,162.7,규칙규칙규칙규칙규칙규칙규칙
60,19.0,901.9000000000001,550.4,8255.900000000001,16.0,14.100000000000001,1210.0,6414.9,156.40000000000003,규칙규칙규칙규칙규칙규칙규칙
61,17.0,862.3,479.30000000000007,7456.700000000001,163.99999999999994,156.3,835.7,5371.300000000001,151.5,규칙규칙규칙규칙규칙규칙규칙
62,20.0,811.3,508.7,6282.5,14.2,11.299999999999999,759.8,4831.9,115.2,규칙규칙규칙규칙규칙규칙규칙
63,15.0,734.8,411.59999999999997,7754.799999999999,16.900000000000002,11.4,795.4,5021.3,122.5,규칙규칙규칙규칙규칙규칙규칙
64,19.0,854.0999999999999,547.0999999999999,8382.400000000001,81.8,12.299999999999999,908.3,6251.400000000001,183.0,규칙규칙규칙규칙규칙규칙규칙
65,19.0,771.5,427.6,8300.8,14.8,13.8,872.3000000000001,4925.9,152.7,규칙규칙규칙규칙규칙규칙규칙
66,18.0,824.8999999999999,453.0,9970.9,28.6,13.9,1001.5999999999999,5669.7,133.9,규칙규칙규칙규칙규칙규칙규칙
67,20.0,749.4,424.0,7287.1,14.0,18.9,906.6,5826.299999999999,179.10000000000002,규칙규칙규칙규칙규칙규칙규칙
68,16.0,825.5,489.1,8420.099999999999,18.3,12.3,1066.1,4936.0,132.8,규칙규칙규칙규칙규칙규칙규칙
69,21.0,886.4000000000001,540.9,7232.799999999998,16.3,13.899999999999999,897.8000000000002,8327.5,276.90000000000003,규칙규칙규칙규칙규칙규칙규칙
70,17.0,913.9000000000001,533.6,8476.3,18.400000000000002,13.2,846.5,5513.500000000001,130.3,규칙규칙규칙규칙규칙규칙규칙
71,15.0,786.4999999999999,409.7,8774.2,15.6,13.6,883.9,5339.900000000001,145.6,규칙규칙규칙규칙규칙규칙규칙
72,19.0,831.6999999999999,494.1000000000001,6165.600000000002,20.3,12.4,954.0999999999999,7473.4,176.6,규칙규칙규칙규칙규칙규칙규칙
73,19.0,867.3000000000002,543.0999999999999,6944.599999999999,20.200000000000003,13.600000000000001,947.6999999999999,6354.599999999999,155.70000000000002,규칙규칙규칙규칙규칙규칙규칙
74,17.0,815.9,522.3000000000001,6607.200000000001,27.700000000000003,11.1,792.0999999999999,4976.200000000001,136.7,규칙규칙규칙규칙규칙규칙규칙
75,20.0,719.1999999999999,457.3,7692.9,15.8,10.5,1076.8000000000002,4701.4,128.4,규칙규칙규칙규칙규칙규칙규칙
76,20.0,792.8000000000001,438.1,6062.299999999999,16.4,13.8,816.7,5239.900000000001,173.3,규칙규칙규칙규칙규칙규칙규칙
77,16.0,720.1999999999999,445.40000000000003,8483.7,56.4,27.5,875.2,6245.0,135.8,규칙규칙규칙규칙규칙규칙규칙
78,17.0,868.7,489.1,5859.4,23.499999999999996,12.9,870.5,6342.3,120.3,규칙규칙규칙규칙규칙규칙규칙
79,19.0,777.8000000000001,487.0,8485.500000000002,19.4,11.900000000000002,940.9,5239.8,171.50000000000003,규칙규칙규칙규칙규칙규칙규칙
80,16.0,776.9000000000001,565.1000000000001,7310.799999999999,19.5,13.399999999999999,1049.4,6393.6,149.8,규칙규칙규칙규칙규칙규칙규칙
81,15.0,800.1000000000001,406.49999999999994,9613.3,15.2,12.6,1123.6000000000001,6181.6,142.1,규칙규칙규칙규칙규칙규칙규칙
82,17.0,824.7,571.4999999999999,7118.699999999999,15.2,11.600000000000001,817.4,5042.1,120.4,규칙규칙규칙규칙규칙규칙규칙
83,17.0,776.2,386.40000000000003,7948.6,14.100000000000001,11.3,820.1,5494.0,135.0,규칙규칙규칙규칙규칙규칙규칙
84,15.0,858.8,499.70000000000005,7035.200000000001,17.599999999999998,14.0,1039.1,6143.500000000002,290.3,규칙규칙규칙규칙규칙규칙규칙
85,17.0,802.6,547.6999999999999,7808.5,15.599999999999998,12.399999999999999,1186.3,5857.7,133.1,규칙규칙규칙규칙규칙규칙규칙
86,16.0,855.5,416.80000000000007,6648.7,13.200000000000001,12.799999999999999,940.1999999999999,6232.1,137.8,규칙규칙규칙규칙규칙규칙규칙
87,16.0,734.3,431.1,6576.500000000001,31.299999999999997,11.700000000000001,894.5,5373.700000000001,168.1,규칙규칙규칙규칙규칙규칙규칙
88,15.0,987.0,603.3000000000001,10291.599999999999,18.699999999999996,15.1,1105.4,7133.900000000001,225.79999999999998,규칙규칙규칙규칙규칙규칙규칙
89,18.0,781.2,445.0,5338.599999999999,15.5,13.799999999999999,817.1000000000001,6214.3,187.20000000000002,규칙규칙규칙규칙규칙규칙규칙
90,19.0,733.0999999999999,476.3,8696.1,163.39999999999995,161.09999999999997,935.0999999999999,6492.8,136.0,규칙규칙규칙규칙규칙규칙규칙
91,16.0,740.3,405.79999999999995,6591.8,13.7,10.799999999999999,790.3000000000001,6258.9,119.70000000000002,규칙규칙규칙규칙규칙규칙규칙
92,15.0,874.4,643.8,8338.0,17.400000000000002,13.4,1280.0999999999997,5987.8,205.8,규칙규칙규칙규칙규칙규칙규칙
93,20.0,937.5000000000001,528.5,7850.400000000001,41.8,17.7,1348.9,5600.5,140.5,규칙규칙규칙규칙규칙규칙규칙
94,17.0,792.0,449.20000000000005,7048.400000000001,18.599999999999998,11.399999999999999,911.1999999999999,5298.599999999999,145.0,규칙규칙규칙규칙규칙규칙규칙
95,18.0,871.5000000000001,500.8,7974.899999999999,18.099999999999998,14.5,853.3,6867.700000000001,141.0,규칙규칙규칙규칙규칙규칙규칙
96,16.0,728.6999999999999,429.29999999999995,7205.2,14.8,11.600000000000001,828.4,5315.700000000001,178.2,규칙규칙규칙규칙규칙규칙규칙
97,14.0,830.1999999999999,459.70000000000005,8811.8,113.19999999999999,110.60000000000001,879.8000000000001,6256.200000000001,136.9,규칙규칙규칙규칙규칙규칙규칙
98,18.0,773.1,455.99999999999994,7437.3,16.9,13.099999999999998,890.4,6069.4,131.79999999999998,규칙규칙규칙규칙규칙규칙규칙
99,16.0,773.0,417.40000000000003,6241.0,14.5,10.3,942.1,4832.1,114.1,규칙규칙규칙규칙규칙규칙규칙
100,15.0,818.4,474.1,7147.500000000001,20.099999999999998,11.999999999999998,916.8,5654.3,163.89999999999998,규칙규칙규칙규칙규칙규칙규칙
101,15.0,798.9000000000001,521.1,8879.2,17.0,13.7,1145.8999999999999,5635.4,146.3,규칙규칙규칙규칙규칙규칙규칙
102,20.0,817.2,511.2999999999999,6752.6,14.4,14.500000000000002,802.2,7005.0,149.70000000000002,규칙규칙규칙규칙규칙규칙규칙
103,19.0,810.9000000000001,410.59999999999997,10105.6,18.4,15.500000000000002,1023.8999999999999,7081.900000000001,158.90000000000003,규칙규칙규칙규칙규칙규칙규칙
104,20.0,786.6999999999999,532.4000000000001,5690.099999999999,39.300000000000004,12.2,684.4,5817.300000000001,133.4,규칙규칙규칙규칙규칙규칙규칙
105,14.0,802.2,402.9,7546.500000000001,23.0,12.799999999999999,843.7,6038.999999999999,142.3,규칙규칙규칙규칙규칙규칙규칙
106,17.0,808.5,422.4,5614.7,13.600000000000001,12.100000000000001,751.8,6497.200000000001,136.6,규칙규칙규칙규칙규칙규칙규칙
107,15.0,829.3,478.5,6523.2,183.7,178.1,1186.8999999999999,8212.699999999999,141.5,규칙규칙규칙규칙규칙규칙규칙
108,20.0,859.3,469.30000000000007,8313.9,16.900000000000002,13.899999999999999,752.7,6048.500000000001,140.3,규칙규칙규칙규칙규칙규칙규칙
109,16.0,770.2,439.20000000000005,7873.799999999999,18.1,12.6,1074.8,6359.200000000001,144.00000000000003,규칙규칙규칙규칙규칙규칙규칙
110,14.0,896.0999999999999,487.3,6393.7,16.2,13.6,1023.6,6437.799999999999,167.7,규칙규칙규칙규칙규칙규칙규칙
111,19.0,794.1,476.4,9813.199999999999,24.1,12.799999999999999,1114.8000000000002,6044.200000000001,142.5,규칙규칙규칙규칙규칙규칙규칙
112,19.0,783.3,417.6,6101.2,17.499999999999996,11.4,818.9,5235.200000000001,135.1,규칙규칙규칙규칙규칙규칙규칙
113,17.0,709.8000000000001,469.1,6834.7,13.5,10.799999999999999,776.9,6039.0,131.2,규칙규칙규칙규칙규칙규칙규칙
114,20.0,760.9000000000001,558.5,6599.800000000001,13.9,21.9,964.3,6022.699999999999,147.79999999999998,규칙규칙규칙규칙규칙규칙규칙
115,13.0,626.2,392.5,6206.500000000001,13.0,8.700000000000001,1030.7,6583.5,118.99999999999999,규칙규칙규칙규칙규칙규칙규칙
116,16.0,829.4,530.4000000000001,6185.900000000001,17.4,21.900000000000002,838.7,6979.6,207.4,규칙규칙규칙규칙규칙규칙규칙
117,15.0,788.3,504.40000000000003,9466.4,282.7,281.79999999999995,1061.6,6900.999999999999,237.3,규칙규칙규칙규칙규칙규칙규칙
118,14.0,768.7,448.8,9686.7,17.200000000000003,12.200000000000001,1013.6,5224.799999999999,137.3,규칙규칙규칙규칙규칙규칙규칙
119,17.0,814.4,458.70000000000005,9908.7,163.19999999999996,160.59999999999994,942.4,5927.5,221.29999999999998,규칙규칙규칙규칙규칙규칙규칙
120,19.0,970.1,629.6,9872.3,29.499999999999996,20.700000000000003,1196.9,7669.3,143.9,규칙규칙규칙규칙규칙규칙규칙
121,19.0,878.0,494.3999999999999,8530.5,14.700000000000001,13.0,824.8000000000001,5931.0,139.0,규칙규칙규칙규칙규칙규칙규칙
122,17.0,923.0999999999999,588.7,9438.199999999999,20.3,15.900000000000002,1079.8999999999999,8126.3,159.40000000000003,규칙규칙규칙규칙규칙규칙규칙
123,17.0,761.4,499.4,6983.8,15.8,12.700000000000001,1109.2,5618.599999999999,164.3,규칙규칙규칙규칙규칙규칙규칙
124,19.0,762.1999999999999,456.1,7948.699999999999,18.6,11.8,825.4,5110.799999999999,156.4,규칙규칙규칙규칙규칙규칙규칙
125,19.0,782.1999999999999,467.5,7283.5,51.1,28.700000000000003,1072.1,5764.000000000001,153.90000000000003,규칙규칙규칙규칙규칙규칙규칙
126,17.0,817.9000000000001,549.0,6962.699999999999,23.1,14.100000000000001,891.4,4593.7,146.5,규칙규칙규칙규칙규칙규칙규칙
127,15.0,780.9,422.2,6744.800000000001,16.400000000000002,14.000000000000002,1167.6,5916.7,156.9,규칙규칙규칙규칙규칙규칙규칙
128,19.0,732.3,408.4,7069.599999999999,101.60000000000001,89.0,1090.1,4791.1,119.5,규칙규칙규칙규칙규칙규칙규칙
129,17.0,815.2,516.0,8396.699999999999,22.6,12.0,859.8,4933.3,139.3,규칙규칙규칙규칙규칙규칙규칙
130,20.0,751.1,517.9,7069.2,16.099999999999998,13.3,951.9000000000001,6323.099999999999,118.8,규칙규칙규칙규칙규칙규칙규칙
131,18.0,819.9,509.50000000000006,6450.2,14.0,13.700000000000001,991.0000000000001,5351.5,133.50000000000003,규칙규칙규칙규칙규칙규칙규칙
132,15.0,776.7999999999998,501.7,6708.000000000001,15.8,12.3,1262.7,5889.999999999999,156.3,규칙규칙규칙규칙규칙규칙규칙
133,16.0,807.4000000000001,548.9999999999999,7158.2,17.400000000000002,12.899999999999999,723.0999999999999,5491.799999999999,205.7,규칙규칙규칙규칙규칙규칙규칙
134,18.0,776.8,460.6,8216.5,21.2,14.4,989.9,6550.0,148.0,규칙규칙규칙규칙규칙규칙규칙
135,14.0,896.4,577.1999999999999,7033.799999999999,14.8,11.8,1124.8000000000002,5955.799999999999,159.9,규칙규칙규칙규칙규칙규칙규칙
136,15.0,885.3000000000001,508.4999999999999,7169.9,33.8,25.2,864.4,5606.5,146.2,규칙규칙규칙규칙규칙규칙규칙
137,18.0,778.8000000000001,445.8,6332.6,14.2,13.799999999999999,697.8999999999999,5628.4,142.10000000000002,규칙규칙규칙규칙규칙규칙규칙
138,17.0,862.5,564.3,6887.6,25.199999999999996,21.599999999999998,906.9,6557.400000000001,233.5,규칙규칙규칙규칙규칙규칙규칙
139,16.0,839.1,456.69999999999993,9774.0,14.299999999999999,14.600000000000001,1028.9,7325.3,197.00000000000003,규칙규칙규칙규칙규칙규칙규칙
140,19.0,764.3,509.6,8555.999999999998,16.3,13.3,871.7,5190.200000000001,155.70000000000002,규칙규칙규칙규칙규칙규칙규칙
141,16.0,749.9000000000001,463.5,7761.0,17.0,12.3,1050.3999999999999,4632.400000000001,134.7,규칙규칙규칙규칙규칙규칙규칙
142,17.0,809.1,582.6,7828.499999999999,15.7,10.200000000000001,826.0999999999999,5137.0,154.70000000000002,규칙규칙규칙규칙규칙규칙규칙
143,18.0,746.4999999999999,432.6,7471.7,21.5,12.0,842.6999999999999,6576.599999999999,183.5,규칙규칙규칙규칙규칙규칙규칙
144,16.0,820.0,467.6000000000001,6432.0,15.6,14.4,855.9,6404.5,156.60000000000002,규칙규칙규칙규칙규칙규칙규칙
145,16.0,833.1,407.1,6111.4,20.000000000000004,11.0,917.5,6143.1,138.8,규칙규칙규칙규칙규칙규칙규칙
146,18.0,894.5999999999999,520.7,9624.5,33.300000000000004,17.6,1209.5,5798.000000000001,174.9,규칙규칙규칙규칙규칙규칙규칙
147,17.0,831.3,506.0,5619.999999999999,18.1,11.4,811.0,5694.5,139.79999999999998,규칙규칙규칙규칙규칙규칙규칙
148,14.0,767.6,503.99999999999994,7691.900000000001,13.8,18.400000000000002,870.4,5874.200000000001,147.1,규칙규칙규칙규칙규칙규칙규칙
149,16.0,747.3000000000001,458.8999999999999,6006.3,12.3,10.8,828.0,5336.7,183.6,규칙규칙규칙규칙규칙규칙규칙
150,19.0,820.9,753.3,8255.8,15.899999999999999,12.7,980.4,12841.5,166.70000000000002,규칙규칙규칙규칙규칙규칙규칙
151,18.0,846.5000000000001,401.6,8100.099999999999,18.3,14.5,901.4000000000001,5272.7,139.4,규칙규칙규칙규칙규칙규칙규칙
152,12.0,880.0,459.0,6518.1,17.6,11.0,893.0,5874.5,122.4,규칙규칙규칙규칙규칙규칙규칙
153,16.0,847.1000000000001,541.0,8335.900000000001,122.9,122.3,863.8,6664.6,144.8,규칙규칙규칙규칙규칙규칙규칙
154,17.0,796.7,415.9,7432.7,20.299999999999997,14.8,813.0,5059.6,128.70000000000002,규칙규칙규칙규칙규칙규칙규칙
155,16.0,730.9,473.0,6539.2,14.799999999999997,11.9,881.9,4820.8,132.7,규칙규칙규칙규칙규칙규칙규칙
156,15.0,838.1,552.5,6051.299999999999,23.200000000000003,12.3,799.9,6779.5,126.3,규칙규칙규칙규칙규칙규칙규칙
157,16.0,846.0999999999999,360.3,5790.3,17.2,11.6,1038.2,5730.7,154.5,규칙규칙규칙규칙규칙규칙규칙
158,20.0,725.9000000000001,448.70000000000005,7707.8,14.700000000000001,11.899999999999999,765.6,5612.799999999999,131.9,규칙규칙규칙규칙규칙규칙규칙
159,16.0,820.3,438.6,5232.6,12.9,11.399999999999999,732.7,7068.000000000001,140.4,규칙규칙규칙규칙규칙규칙규칙
160,17.0,782.3,446.5,4745.4,48.6,11.200000000000003,894.5999999999999,5968.700000000001,136.1,규칙규칙규칙규칙규칙규칙규칙
161,18.0,821.6999999999999,467.1,7524.200000000001,31.799999999999997,11.8,709.3000000000001,5328.1,122.10000000000001,규칙규칙규칙규칙규칙규칙규칙
162,21.0,906.1,460.9,8525.4,16.1,13.100000000000001,825.2,5721.200000000001,144.0,규칙규칙규칙규칙규칙규칙규칙
163,16.0,817.1,414.9000000000001,7232.1,18.400000000000002,12.8,862.4000000000001,5427.4,134.60000000000002,규칙규칙규칙규칙규칙규칙규칙
164,16.0,686.3,464.09999999999997,6630.200000000001,13.6,11.0,879.1999999999999,5737.900000000001,132.29999999999998,규칙규칙규칙규칙규칙규칙규칙
165,16.0,830.0,483.40000000000003,7448.0,18.5,13.999999999999998,923.2,6038.1,175.5,규칙규칙규칙규칙규칙규칙규칙
166,20.0,790.3000000000001,458.8,8102.7,15.600000000000001,11.899999999999999,798.9000000000001,4494.400000000001,157.9,규칙규칙규칙규칙규칙규칙규칙
167,16.0,834.6,477.9,6532.6,18.400000000000002,12.299999999999999,924.9000000000001,6313.8,146.10000000000002,규칙규칙규칙규칙규칙규칙규칙
168,20.0,823.6,429.80000000000007,6635.0,34.8,23.2,791.9999999999999,5303.099999999999,148.6,규칙규칙규칙규칙규칙규칙규칙
169,18.0,821.6,511.0,7160.5,16.200000000000003,13.200000000000001,918.8,5476.5,132.8,규칙규칙규칙규칙규칙규칙규칙
170,17.0,761.0999999999999,483.2,6355.7,15.400000000000002,11.5,761.5999999999999,5661.4,137.4,규칙규칙규칙규칙규칙규칙규칙
171,19.0,758.9,441.6,6473.100000000001,23.099999999999998,11.3,801.7000000000002,6062.400000000001,126.29999999999998,규칙규칙규칙규칙규칙규칙규칙
172,18.0,783.2,439.79999999999995,8599.7,16.2,11.899999999999999,1148.3,6859.6,156.89999999999998,규칙규칙규칙규칙규칙규칙규칙
173,17.0,760.0,474.49999999999994,9228.5,115.5,112.2,1054.3999999999999,7112.599999999999,139.1,규칙규칙규칙규칙규칙규칙규칙
174,19.0,805.2000000000002,467.79999999999995,7857.200000000001,17.3,20.5,1323.5,6260.5,139.7,규칙규칙규칙규칙규칙규칙규칙
175,17.0,915.1999999999998,550.8000000000001,6389.000000000001,32.8,24.5,1003.7999999999998,6372.500000000001,662.6,규칙규칙규칙규칙규칙규칙규칙
176,17.0,710.8000000000001,487.2,8614.4,11.700000000000001,11.2,974.6999999999999,4888.900000000001,163.3,규칙규칙규칙규칙규칙규칙규칙
177,19.0,816.0,455.7,7237.0,15.8,14.700000000000001,734.6999999999999,5251.7,242.50000000000003,규칙규칙규칙규칙규칙규칙규칙
178,19.0,715.1999999999999,422.69999999999993,7227.700000000001,13.7,11.3,867.1999999999999,4851.8,124.19999999999999,규칙규칙규칙규칙규칙규칙규칙
179,21.0,779.6999999999999,453.1,8278.8,102.1,99.4,840.8,5429.9,220.7,규칙규칙규칙규칙규칙규칙규칙
180,19.0,895.8,562.1999999999999,7266.500000000001,41.5,15.600000000000001,1001.8000000000001,5996.8,149.49999999999997,규칙규칙규칙규칙규칙규칙규칙
181,17.0,889.5999999999999,558.4,7698.599999999999,39.800000000000004,25.4,833.0,6279.999999999999,150.6,규칙규칙규칙규칙규칙규칙규칙
182,15.0,728.0,567.3000000000001,8687.5,35.199999999999996,16.4,1011.0999999999999,5551.3,134.79999999999998,규칙규칙규칙규칙규칙규칙규칙
183,19.0,786.1,454.8,6959.6,211.39999999999998,150.7,769.7,5359.599999999999,136.8,규칙규칙규칙규칙규칙규칙규칙
184,17.0,888.4999999999999,494.9,5289.0,19.900000000000002,12.3,1491.4,5822.4,146.4,규칙규칙규칙규칙규칙규칙규칙
185,17.0,898.9999999999999,445.00000000000006,8092.799999999999,32.5,14.5,1076.8999999999999,7336.999999999999,151.2,규칙규칙규칙규칙규칙규칙규칙
186,17.0,825.1,522.7,8075.099999999999,16.2,12.4,854.3000000000001,5144.099999999999,129.70000000000002,규칙규칙규칙규칙규칙규칙규칙
