,칼로리(Kcal),탄수화물(g),단백질(g),지방(g),비타민A(mg),티아민(mg),리보플라빈(mg),비타민C(mg),칼슘(mg),철분(mg)
997,14.0,862.5,537.0,8120.699999999999,15.299999999999997,13.0,856.0,6486.599999999999,143.4,규칙규칙규칙규칙규칙규칙규칙
998,17.0,847.5,522.1,8195.099999999999,19.6,12.600000000000001,1062.3,5251.000000000001,149.10000000000002,규칙규칙규칙규칙규칙규칙규칙
999,16.0,918.2,470.70000000000005,7348.9,15.7,13.6,945.5,7255.200000000001,160.29999999999998,규칙규칙규칙규칙규칙규칙규칙
1000,17.0,841.3000000000001,565.0,9257.6,21.200000000000003,17.5,1081.8,5509.7,138.2,규칙규칙규칙규칙규칙규칙규칙
1001,17.0,920.9,503.69999999999993,5976.0,64.8,27.099999999999998,1085.6,10713.800000000001,321.6,규칙규칙규칙규칙규칙규칙규칙
1002,17.0,744.4,354.29999999999995,8034.099999999999,16.6,12.7,1045.2,5807.8,178.2,규칙규칙규칙규칙규칙규칙규칙
1003,16.0,901.0,570.4,6575.8,24.599999999999998,14.3,1494.6,4526.9,149.9,규칙규칙규칙규칙규칙규칙규칙
1004,21.0,755.7,448.4,7262.7,13.400000000000002,11.9,792.3000000000001,5238.4,135.20000000000002,규칙규칙규칙규칙규칙규칙규칙
1005,19.0,742.6,389.9,6479.199999999999,14.7,12.1,898.2,5578.900000000001,134.6,규칙규칙규칙규칙규칙규칙규칙
1006,16.0,829.8,491.80000000000007,7220.1,14.900000000000002,11.700000000000003,828.3,4985.7,134.6,규칙규칙규칙규칙규칙규칙규칙
1007,20.0,833.0999999999999,514.8,11153.8,146.8,145.69999999999996,1058.8000000000002,6468.799999999999,218.9,규칙규칙규칙규칙규칙규칙규칙
1008,17.0,896.3999999999999,501.49999999999994,8220.9,16.8,14.600000000000001,1072.2999999999997,7789.900000000001,143.89999999999998,규칙규칙규칙규칙규칙규칙규칙
1009,18.0,763.7,410.8,6712.799999999999,97.39999999999999,48.8,1205.1000000000001,6422.3,124.1,규칙규칙규칙규칙규칙규칙규칙
1010,15.0,793.3,466.7,6956.4,28.0,12.0,962.0999999999999,4995.5,120.80000000000001,규칙규칙규칙규칙규칙규칙규칙
1011,18.0,817.6,532.3,6654.099999999999,16.999999999999996,14.600000000000001,947.0,6520.500000000001,144.20000000000002,규칙규칙규칙규칙규칙규칙규칙
1012,18.0,737.2,490.09999999999997,7196.300000000001,16.2,11.5,843.3,5159.4,138.9,규칙규칙규칙규칙규칙규칙규칙
1013,16.0,859.2,492.8,6350.1,15.400000000000002,10.999999999999998,868.4999999999999,5616.799999999999,166.3,규칙규칙규칙규칙규칙규칙규칙
1014,17.0,775.0,476.3,6250.0,21.9,11.2,768.5,5467.1,138.9,규칙규칙규칙규칙규칙규칙규칙
1015,18.0,876.8,531.2,7706.0,21.5,13.4,1025.1,6733.0,135.7,규칙규칙규칙규칙규칙규칙규칙
1016,20.0,692.4,405.5,7032.9,73.4,70.3,815.5,4650.7,130.79999999999998,규칙규칙규칙규칙규칙규칙규칙
1017,15.0,750.9,434.09999999999997,6891.299999999999,17.4,10.9,740.8,6950.400000000001,130.9,규칙규칙규칙규칙규칙규칙규칙
1018,16.0,777.1,460.6,7472.699999999999,197.60000000000002,191.39999999999998,946.7,5102.1,172.4,규칙규칙규칙규칙규칙규칙규칙
1019,18.0,828.6999999999999,490.09999999999997,9213.2,22.6,12.200000000000001,1228.3000000000002,6762.6,144.20000000000002,규칙규칙규칙규칙규칙규칙규칙
1020,13.0,733.6999999999999,420.5,7861.9,49.0,23.5,1017.0999999999999,6215.6,123.2,규칙규칙규칙규칙규칙규칙규칙
1021,17.0,835.3000000000001,398.9,5917.000000000001,13.499999999999998,11.3,883.1,6611.400000000001,142.60000000000002,규칙규칙규칙규칙규칙규칙규칙
1022,17.0,912.6999999999999,525.5,7626.999999999999,23.7,25.8,732.5,6630.2,198.4,규칙규칙규칙규칙규칙규칙규칙
1023,17.0,830.3,464.00000000000006,7257.699999999999,29.500000000000004,13.800000000000002,1156.3000000000002,5647.9,136.00000000000003,규칙규칙규칙규칙규칙규칙규칙
1024,16.0,832.5,481.90000000000003,7357.000000000001,16.0,11.7,738.5,4823.7,146.4,규칙규칙규칙규칙규칙규칙규칙
1025,18.0,759.5,441.8,5364.0,20.7,11.099999999999998,721.2,5006.3,182.8,규칙규칙규칙규칙규칙규칙규칙
1026,20.0,811.9000000000001,400.19999999999993,8390.6,54.1,36.599999999999994,1110.7,5165.500000000001,182.4,규칙규칙규칙규칙규칙규칙규칙
1027,18.0,783.0,413.30000000000007,6755.9,13.1,14.0,735.4000000000001,6682.9,136.1,규칙규칙규칙규칙규칙규칙규칙
1028,18.0,876.5,475.59999999999997,6545.099999999999,17.1,12.200000000000001,879.3999999999999,5456.799999999999,160.4,규칙규칙규칙규칙규칙규칙규칙
1029,16.0,764.9000000000001,459.29999999999995,9367.0,109.7,95.1,796.4,5983.799999999999,137.1,규칙규칙규칙규칙규칙규칙규칙
1030,19.0,746.4,464.2,9183.0,17.900000000000002,11.3,1208.1000000000001,6998.2,139.0,규칙규칙규칙규칙규칙규칙규칙
1031,20.0,838.6,507.40000000000003,8121.599999999999,16.0,12.999999999999998,880.7000000000002,5158.8,172.20000000000002,규칙규칙규칙규칙규칙규칙규칙
1032,16.0,830.8,422.3,5466.100000000001,15.9,9.9,774.9,5633.9,131.0,규칙규칙규칙규칙규칙규칙규칙
1033,19.0,746.6999999999999,420.9,6731.400000000001,31.4,23.2,1085.0,7751.3,145.9,규칙규칙규칙규칙규칙규칙규칙
1034,15.0,755.8000000000001,423.40000000000003,7403.200000000001,17.1,11.000000000000002,910.4000000000001,5286.3,134.9,규칙규칙규칙규칙규칙규칙규칙
1035,18.0,862.1999999999999,460.29999999999995,7599.1,15.899999999999997,13.2,993.1999999999998,6639.899999999999,175.5,규칙규칙규칙규칙규칙규칙규칙
1036,18.0,853.5,503.4000000000001,8780.8,17.5,12.500000000000002,991.6,5436.6,148.2,규칙규칙규칙규칙규칙규칙규칙
1037,15.0,811.3,498.29999999999995,7073.4000000000015,119.30000000000001,36.7,1480.8999999999999,5282.0,134.8,규칙규칙규칙규칙규칙규칙규칙
1038,18.0,792.6,438.90000000000003,6021.799999999999,19.2,16.6,1264.8,5672.4,129.29999999999998,규칙규칙규칙규칙규칙규칙규칙
1039,16.0,790.0999999999999,471.6000000000001,6313.3,21.099999999999998,10.8,1323.9,5869.300000000001,131.29999999999998,규칙규칙규칙규칙규칙규칙규칙
1040,19.0,874.0999999999999,474.4,7170.000000000001,16.200000000000003,13.9,790.9,5969.500000000001,149.5,규칙규칙규칙규칙규칙규칙규칙
1041,19.0,758.4000000000001,466.50000000000006,6861.5,14.800000000000002,13.4,816.6,5130.400000000001,126.0,규칙규칙규칙규칙규칙규칙규칙
1042,18.0,833.9,534.6,7530.0,116.0,11.700000000000001,914.1,7135.5,135.5,규칙규칙규칙규칙규칙규칙규칙
1043,19.0,749.8,467.70000000000005,6098.5,17.3,11.7,942.9000000000001,5137.400000000001,115.7,규칙규칙규칙규칙규칙규칙규칙
1044,14.0,827.9000000000001,473.4000000000001,7413.400000000001,17.4,14.200000000000003,848.7000000000002,5350.3,120.10000000000001,규칙규칙규칙규칙규칙규칙규칙
1045,19.0,748.0,454.0,7083.699999999999,22.9,10.7,1070.6,6541.2,153.70000000000002,규칙규칙규칙규칙규칙규칙규칙
1046,18.0,711.9,384.70000000000005,7309.9,150.79999999999998,151.00000000000003,793.9,5677.8,124.39999999999999,규칙규칙규칙규칙규칙규칙규칙
1047,17.0,813.3,443.1,7272.900000000001,14.0,11.3,1055.9999999999998,4138.5,130.10000000000002,규칙규칙규칙규칙규칙규칙규칙
1048,17.0,793.6999999999999,515.6,8681.500000000002,16.599999999999998,15.4,795.6999999999999,5458.900000000001,300.2,규칙규칙규칙규칙규칙규칙규칙
1049,18.0,799.8000000000001,496.8,5880.8,21.2,13.799999999999999,885.7,6580.8,128.1,규칙규칙규칙규칙규칙규칙규칙
1050,17.0,807.0000000000001,483.29999999999995,6617.9,15.7,11.9,892.9,8012.999999999999,139.7,규칙규칙규칙규칙규칙규칙규칙
1051,18.0,813.0,465.49999999999994,6072.900000000001,15.700000000000001,11.5,752.5,6063.200000000001,177.1,규칙규칙규칙규칙규칙규칙규칙
1052,18.0,828.1999999999999,529.0,6728.0,32.599999999999994,12.2,882.1999999999999,5680.200000000001,135.39999999999998,규칙규칙규칙규칙규칙규칙규칙
1053,16.0,707.2,440.40000000000003,7037.099999999999,11.799999999999999,11.100000000000001,758.7999999999998,5217.8,131.70000000000002,규칙규칙규칙규칙규칙규칙규칙
1054,18.0,802.3000000000001,448.1000000000001,8012.200000000001,20.1,12.8,1160.9,5948.699999999999,137.1,규칙규칙규칙규칙규칙규칙규칙
1055,19.0,710.8000000000001,422.5,7074.200000000001,14.700000000000001,16.3,868.1,6027.3,128.1,규칙규칙규칙규칙규칙규칙규칙
1056,18.0,711.5000000000001,363.00000000000006,5462.599999999999,67.89999999999999,61.400000000000006,798.1999999999999,4934.000000000001,116.69999999999999,규칙규칙규칙규칙규칙규칙규칙
1057,16.0,790.9,494.6000000000001,8023.6,16.1,13.5,988.8,5315.000000000001,156.7,규칙규칙규칙규칙규칙규칙규칙
1058,15.0,731.8000000000001,456.8999999999999,8648.3,15.5,13.600000000000001,907.8,5344.5,126.0,규칙규칙규칙규칙규칙규칙규칙
1059,18.0,868.7,526.0999999999999,7070.1,15.2,12.7,1193.2,5712.000000000001,202.09999999999997,규칙규칙규칙규칙규칙규칙규칙
1060,14.0,836.6999999999999,431.4,9563.5,13.599999999999998,12.4,1134.0,6639.700000000001,145.20000000000002,규칙규칙규칙규칙규칙규칙규칙
1061,18.0,728.9,385.3,7887.700000000001,14.3,12.400000000000002,937.7,5423.599999999999,129.29999999999998,규칙규칙규칙규칙규칙규칙규칙
1062,18.0,825.1,394.6,7002.600000000001,13.599999999999998,13.0,881.9000000000001,7501.0,903.0,규칙규칙규칙규칙규칙규칙규칙
1063,17.0,739.1999999999999,423.0,6717.1,14.800000000000002,11.5,742.9,5737.599999999999,138.3,규칙규칙규칙규칙규칙규칙규칙
1064,15.0,814.5,499.90000000000003,9909.199999999999,21.8,13.9,1180.4,6423.7,148.3,규칙규칙규칙규칙규칙규칙규칙
1065,17.0,879.8,521.7,7765.799999999999,45.5,30.100000000000005,763.7,8379.800000000001,159.8,규칙규칙규칙규칙규칙규칙규칙
1066,18.0,817.5,484.4,5732.4,14.7,12.399999999999999,831.1,5079.8,139.0,규칙규칙규칙규칙규칙규칙규칙
1067,20.0,790.5999999999999,501.6,7904.2,13.499999999999998,12.5,889.3,5255.5,148.4,규칙규칙규칙규칙규칙규칙규칙
1068,19.0,740.5999999999999,427.50000000000006,7461.0,17.6,14.2,934.9999999999999,5726.3,239.29999999999995,규칙규칙규칙규칙규칙규칙규칙
1069,20.0,807.2,452.00000000000006,8127.0,16.499999999999996,11.8,912.1999999999999,9014.4,180.00000000000003,규칙규칙규칙규칙규칙규칙규칙
1070,12.0,833.2,498.49999999999994,6398.0,16.900000000000002,11.799999999999999,863.3,6458.7,160.5,규칙규칙규칙규칙규칙규칙규칙
1071,19.0,765.3000000000001,471.4,6763.2,14.799999999999999,11.799999999999999,800.7,5003.3,144.8,규칙규칙규칙규칙규칙규칙규칙
1072,18.0,772.9,529.7,6306.5,15.0,16.5,886.8999999999999,5811.700000000001,122.4,규칙규칙규칙규칙규칙규칙규칙
1073,21.0,933.7999999999998,688.8,9978.5,19.2,12.400000000000002,1005.2,5908.6,158.8,규칙규칙규칙규칙규칙규칙규칙
1074,15.0,785.4,559.2,8050.2,19.6,11.100000000000001,983.1000000000001,5092.3,131.7,규칙규칙규칙규칙규칙규칙규칙
1075,13.0,772.5,513.5,6321.900000000001,36.7,11.000000000000002,861.9000000000001,5966.200000000001,130.0,규칙규칙규칙규칙규칙규칙규칙
1076,17.0,973.6000000000001,514.4000000000001,6827.1,25.999999999999996,14.400000000000002,784.3,8628.6,223.0,규칙규칙규칙규칙규칙규칙규칙
1077,18.0,726.3,457.20000000000005,7421.4,16.3,11.599999999999998,845.8999999999999,6273.099999999999,166.60000000000002,규칙규칙규칙규칙규칙규칙규칙
1078,16.0,893.3999999999999,544.8000000000001,7251.900000000001,51.400000000000006,12.5,723.7,6226.5,134.29999999999998,규칙규칙규칙규칙규칙규칙규칙
1079,15.0,708.2,420.3,7126.7,11.5,9.3,1052.4,5861.8,121.0,규칙규칙규칙규칙규칙규칙규칙
1080,16.0,840.5000000000001,511.4,5537.299999999999,20.2,21.099999999999998,1017.7,6118.800000000001,217.39999999999998,규칙규칙규칙규칙규칙규칙규칙
1081,19.0,760.8000000000001,424.6,8774.0,193.20000000000005,191.3,978.0999999999999,6327.500000000001,198.70000000000002,규칙규칙규칙규칙규칙규칙규칙
1082,17.0,769.8,426.40000000000003,6764.0,114.19999999999999,112.2,769.1,6831.0,130.8,규칙규칙규칙규칙규칙규칙규칙
1083,19.0,796.6,524.4000000000001,9860.8,15.6,13.0,874.0999999999999,5708.3,144.20000000000002,규칙규칙규칙규칙규칙규칙규칙
1084,18.0,754.9,411.29999999999995,8785.5,17.099999999999998,14.7,964.0000000000001,5518.5,213.09999999999997,규칙규칙규칙규칙규칙규칙규칙
1085,17.0,803.5,497.20000000000005,7652.200000000001,36.7,24.099999999999998,1089.1000000000001,5939.1,174.9,규칙규칙규칙규칙규칙규칙규칙
1086,17.0,797.6000000000001,452.4,6519.1,14.4,11.3,636.6999999999999,6417.799999999999,119.50000000000001,규칙규칙규칙규칙규칙규칙규칙
1087,16.0,819.6,446.20000000000005,6609.3,66.4,10.3,869.2,4881.4,131.79999999999998,규칙규칙규칙규칙규칙규칙규칙
1088,18.0,814.6,400.3,7061.9,15.1,10.899999999999999,973.9999999999999,8461.699999999999,155.1,규칙규칙규칙규칙규칙규칙규칙
1089,16.0,783.1999999999998,452.1,6371.2,17.9,12.9,843.8,5457.2,135.2,규칙규칙규칙규칙규칙규칙규칙
1090,13.0,832.1,418.8000000000001,7870.700000000001,38.9,27.799999999999997,940.8000000000001,6691.500000000001,138.5,규칙규칙규칙규칙규칙규칙규칙
1091,17.0,758.3,490.50000000000006,7327.199999999999,16.0,12.4,949.3,5421.200000000001,135.9,규칙규칙규칙규칙규칙규칙규칙
1092,17.0,794.3000000000001,418.2,7945.0,15.2,11.099999999999998,1022.9999999999999,5896.299999999999,136.9,규칙규칙규칙규칙규칙규칙규칙
1093,18.0,783.0,593.8,7063.6,16.400000000000002,12.399999999999999,1106.6999999999998,5314.9000000000015,134.29999999999998,규칙규칙규칙규칙규칙규칙규칙
1094,21.0,729.4,605.2,9123.499999999998,202.7,187.10000000000005,1540.5000000000002,5493.6,132.2,규칙규칙규칙규칙규칙규칙규칙
1095,20.0,721.2,420.9,7227.5,15.7,12.1,739.1999999999999,5694.4,156.7,규칙규칙규칙규칙규칙규칙규칙
1096,19.0,709.0000000000001,452.3999999999999,7499.200000000002,124.89999999999999,113.5,799.3,5727.2,149.40000000000003,규칙규칙규칙규칙규칙규칙규칙
1097,14.0,782.9000000000001,488.20000000000005,7103.1,42.599999999999994,32.800000000000004,1106.0,5349.200000000001,136.0,규칙규칙규칙규칙규칙규칙규칙
1098,13.0,767.9999999999999,373.5,8749.599999999999,256.90000000000003,256.1,866.0,6799.2,148.10000000000002,규칙규칙규칙규칙규칙규칙규칙
1099,17.0,725.7,493.29999999999995,7419.1,15.9,10.4,764.6,5339.400000000001,115.00000000000001,규칙규칙규칙규칙규칙규칙규칙
1100,19.0,866.9,542.1,8056.0,95.8,74.1,1010.4000000000001,5258.1,155.60000000000002,규칙규칙규칙규칙규칙규칙규칙
1101,17.0,916.6,481.7,8906.800000000001,16.4,11.9,1127.2,8087.699999999999,169.2,규칙규칙규칙규칙규칙규칙규칙
1102,19.0,899.6000000000001,590.3000000000001,8403.1,25.200000000000003,13.600000000000001,806.1999999999999,6030.1,154.2,규칙규칙규칙규칙규칙규칙규칙
1103,17.0,820.3999999999999,459.90000000000003,7452.599999999999,14.3,11.899999999999999,1022.0999999999999,5272.4,136.60000000000002,규칙규칙규칙규칙규칙규칙규칙
1104,18.0,801.0,439.7,7087.1,13.899999999999999,18.5,784.0,6597.400000000001,182.5,규칙규칙규칙규칙규칙규칙규칙
1105,17.0,788.7000000000002,429.19999999999993,6669.3,63.800000000000004,61.199999999999996,940.0,6855.0,147.7,규칙규칙규칙규칙규칙규칙규칙
1106,20.0,710.2,435.5,7318.0,71.50000000000001,45.6,1062.6000000000001,6693.0,126.39999999999999,규칙규칙규칙규칙규칙규칙규칙
1107,15.0,767.8,478.90000000000003,7384.499999999999,70.39999999999999,41.00000000000001,984.9000000000001,6685.099999999999,197.20000000000002,규칙규칙규칙규칙규칙규칙규칙
1108,18.0,743.4,431.6,7542.000000000001,78.1,49.4,1129.4,7800.299999999999,164.10000000000002,규칙규칙규칙규칙규칙규칙규칙
1109,16.0,793.0,447.8,7470.7,16.199999999999996,11.7,1062.0,5435.599999999999,129.70000000000002,규칙규칙규칙규칙규칙규칙규칙
1110,17.0,755.5,522.4000000000001,6725.4,14.299999999999999,10.700000000000001,804.7,5891.2,183.8,규칙규칙규칙규칙규칙규칙규칙
1111,17.0,866.4000000000001,497.70000000000005,8575.0,18.200000000000003,13.2,1027.8000000000002,6094.1,186.39999999999998,규칙규칙규칙규칙규칙규칙규칙
1112,20.0,751.5000000000001,420.00000000000006,7601.500000000001,13.3,12.4,779.3000000000001,5336.6,129.0,규칙규칙규칙규칙규칙규칙규칙
1113,15.0,784.1999999999999,435.5,6963.5,13.0,12.8,963.3,6539.4,134.2,규칙규칙규칙규칙규칙규칙규칙
1114,21.0,761.1,528.3,8179.0,14.400000000000002,11.799999999999999,889.3,5410.499999999998,138.9,규칙규칙규칙규칙규칙규칙규칙
1115,15.0,842.7,497.5,7221.6,68.8,34.900000000000006,1376.5000000000002,6531.299999999999,140.6,규칙규칙규칙규칙규칙규칙규칙
1116,18.0,725.1,486.0,8343.1,12.7,12.5,931.9000000000001,5656.5,129.8,규칙규칙규칙규칙규칙규칙규칙
1117,16.0,806.1999999999999,506.1,6856.5,16.1,11.100000000000001,826.5,4937.3,137.10000000000002,규칙규칙규칙규칙규칙규칙규칙
1118,15.0,769.1,477.69999999999993,6330.300000000001,14.8,12.7,807.3,5016.000000000001,120.6,규칙규칙규칙규칙규칙규칙규칙
1119,19.0,884.8000000000001,416.20000000000005,13525.400000000001,17.799999999999997,19.6,1206.4,7633.200000000001,168.70000000000002,규칙규칙규칙규칙규칙규칙규칙
1120,17.0,754.5000000000001,515.1,7935.200000000001,16.7,12.0,908.2,6072.400000000001,129.6,규칙규칙규칙규칙규칙규칙규칙
1121,16.0,701.2,433.0,7330.799999999999,13.700000000000001,11.399999999999999,796.4,5377.8,178.1,규칙규칙규칙규칙규칙규칙규칙
1122,13.0,763.4000000000001,478.20000000000005,5988.800000000001,15.299999999999997,10.8,903.3000000000001,6151.200000000001,118.6,규칙규칙규칙규칙규칙규칙규칙
1123,18.0,751.0,625.2999999999998,6320.1,16.4,11.0,1135.9,5021.6,126.70000000000002,규칙규칙규칙규칙규칙규칙규칙
1124,19.0,825.9000000000001,471.99999999999994,8953.8,127.2,122.5,945.5999999999999,6188.799999999999,132.70000000000002,규칙규칙규칙규칙규칙규칙규칙
1125,16.0,813.8,501.6,6213.700000000001,49.2,25.4,1075.6999999999998,5912.900000000001,133.4,규칙규칙규칙규칙규칙규칙규칙
1126,14.0,822.9000000000001,440.0,8586.1,15.499999999999998,12.4,919.5,6145.4,141.7,규칙규칙규칙규칙규칙규칙규칙
1127,19.0,762.5999999999999,484.69999999999993,6507.7,18.6,13.3,778.3,4942.9,118.6,규칙규칙규칙규칙규칙규칙규칙
1128,19.0,770.3,454.70000000000005,5700.7,113.80000000000001,82.2,769.7,5548.4,147.5,규칙규칙규칙규칙규칙규칙규칙
1129,18.0,855.7,453.40000000000003,9571.5,20.2,13.3,978.5,6469.900000000001,148.70000000000002,규칙규칙규칙규칙규칙규칙규칙
1130,19.0,829.8000000000001,497.6,9006.2,130.0,65.8,915.3999999999999,6163.9,202.4,규칙규칙규칙규칙규칙규칙규칙
1131,15.0,800.9,472.5,8993.3,12.8,11.599999999999998,700.5999999999999,7319.5999999999985,183.90000000000003,규칙규칙규칙규칙규칙규칙규칙
1132,19.0,795.0000000000001,460.5,7537.6,134.5,132.6,935.5999999999999,5232.7,135.1,규칙규칙규칙규칙규칙규칙규칙
1133,17.0,815.5,419.29999999999995,7900.400000000001,72.0,62.00000000000001,1075.8,7063.0,142.6,규칙규칙규칙규칙규칙규칙규칙
1134,17.0,749.1999999999999,438.80000000000007,7314.3,14.2,17.2,792.7,4135.5,140.0,규칙규칙규칙규칙규칙규칙규칙
1135,10.0,695.9,458.00000000000006,6709.7,119.9,117.2,822.5,5413.999999999999,112.1,규칙규칙규칙규칙규칙규칙규칙
1136,16.0,752.8000000000001,418.3,6858.7,17.3,12.899999999999999,801.6,5334.200000000001,124.9,규칙규칙규칙규칙규칙규칙규칙
1137,17.0,823.3,493.9,7602.9000000000015,128.0,116.7,971.8000000000001,6552.1,150.1,규칙규칙규칙규칙규칙규칙규칙
1138,18.0,776.9,476.1000000000001,7424.2,27.6,15.7,936.9000000000001,7295.3,143.3,규칙규칙규칙규칙규칙규칙규칙
1139,19.0,894.3,507.1,6578.5,58.400000000000006,56.4,912.9999999999999,6185.1,172.9,규칙규칙규칙규칙규칙규칙규칙
1140,16.0,836.1,519.3,7931.900000000001,13.9,13.0,888.8000000000001,6850.200000000001,152.3,규칙규칙규칙규칙규칙규칙규칙
1141,17.0,806.6,504.3,5263.200000000001,16.5,11.600000000000001,826.8,5096.200000000001,129.8,규칙규칙규칙규칙규칙규칙규칙
1142,20.0,841.5,449.3,8686.8,19.6,13.600000000000001,940.4999999999999,7384.0,167.5,규칙규칙규칙규칙규칙규칙규칙
1143,18.0,858.5,478.9,6969.900000000001,16.5,13.399999999999999,1140.1,6435.4,137.0,규칙규칙규칙규칙규칙규칙규칙
1144,18.0,804.7,500.20000000000005,5662.499999999999,46.4,10.7,790.9,5240.8,116.39999999999999,규칙규칙규칙규칙규칙규칙규칙
1145,17.0,758.8999999999999,427.0,5939.6,15.9,11.5,783.0,5595.4,136.1,규칙규칙규칙규칙규칙규칙규칙
1146,19.0,736.7,410.0,8172.5,15.600000000000001,19.4,985.0,5151.500000000001,170.60000000000002,규칙규칙규칙규칙규칙규칙규칙
1147,18.0,930.5999999999999,544.0999999999999,8695.2,121.00000000000001,119.8,1027.9,6488.3,183.00000000000003,규칙규칙규칙규칙규칙규칙규칙
1148,15.0,880.6999999999999,636.0,6990.5,23.899999999999995,13.899999999999999,990.1,6024.0,200.20000000000002,규칙규칙규칙규칙규칙규칙규칙
1149,17.0,815.5999999999999,488.0,8340.8,145.50000000000003,139.79999999999998,943.5999999999999,5887.6,143.29999999999998,규칙규칙규칙규칙규칙규칙규칙
1150,16.0,825.7,468.6,6788.1,17.5,13.0,1030.2,6537.499999999999,193.0,규칙규칙규칙규칙규칙규칙규칙
1151,20.0,855.7,394.29999999999995,6799.3,16.800000000000004,13.6,779.5,5820.6,130.1,규칙규칙규칙규칙규칙규칙규칙
1152,19.0,797.0999999999999,537.2,7325.799999999999,36.3,23.8,1032.3000000000002,7372.299999999999,163.00000000000003,규칙규칙규칙규칙규칙규칙규칙
1153,17.0,816.5000000000001,393.0,6643.799999999999,14.600000000000001,12.5,842.0,7148.900000000001,144.9,규칙규칙규칙규칙규칙규칙규칙
1154,13.0,794.3,493.0,8518.5,17.900000000000002,13.3,795.3000000000002,5757.200000000001,157.0,규칙규칙규칙규칙규칙규칙규칙
1155,18.0,798.8000000000001,514.2,9231.5,55.3,39.7,816.2000000000002,6056.5,136.79999999999998,규칙규칙규칙규칙규칙규칙규칙
1156,19.0,856.1,551.8,7914.299999999999,44.6,31.0,1076.6,5858.299999999999,182.5,규칙규칙규칙규칙규칙규칙규칙
1157,16.0,831.7,428.6,7513.000000000001,15.9,11.299999999999999,817.0999999999999,4836.3,138.10000000000002,규칙규칙규칙규칙규칙규칙규칙
1158,18.0,723.4,482.9,5030.0,16.2,10.100000000000001,763.4,4467.2,122.6,규칙규칙규칙규칙규칙규칙규칙
1159,18.0,740.9000000000001,449.6,9123.100000000002,15.8,11.4,852.4999999999999,5050.1,136.6,규칙규칙규칙규칙규칙규칙규칙
1160,15.0,765.5999999999999,499.6,6365.4,25.8,11.2,1037.1999999999998,5662.600000000001,122.5,규칙규칙규칙규칙규칙규칙규칙
1161,17.0,942.8,872.1,10986.5,22.0,14.400000000000002,1522.4000000000003,9083.0,335.9,규칙규칙규칙규칙규칙규칙규칙
1162,16.0,697.9,417.1,7505.1,14.700000000000001,13.3,919.1,6550.999999999999,126.0,규칙규칙규칙규칙규칙규칙규칙
1163,19.0,861.5999999999999,548.8,7012.0,16.0,17.2,785.8,7243.0,145.9,규칙규칙규칙규칙규칙규칙규칙
1164,20.0,757.3000000000001,464.2,7150.0,64.4,10.899999999999999,1020.8,7298.0999999999985,133.49999999999997,규칙규칙규칙규칙규칙규칙규칙
1165,17.0,916.5,591.4,6289.699999999999,34.0,24.3,1031.5,5284.599999999999,129.4,규칙규칙규칙규칙규칙규칙규칙
1166,18.0,830.4,459.2,6237.0,63.2,58.900000000000006,788.5,5767.299999999999,141.4,규칙규칙규칙규칙규칙규칙규칙
1167,17.0,855.6,680.1,7620.299999999999,33.0,29.8,973.7,5499.599999999999,206.29999999999998,규칙규칙규칙규칙규칙규칙규칙
1168,18.0,841.8000000000001,469.19999999999993,9069.7,15.600000000000001,12.600000000000001,792.4,6595.3,143.8,규칙규칙규칙규칙규칙규칙규칙
1169,20.0,851.4000000000001,489.8,8686.6,18.1,15.900000000000002,762.1999999999999,6472.299999999999,143.5,규칙규칙규칙규칙규칙규칙규칙
1170,15.0,806.4,487.70000000000005,5229.8,14.8,11.6,789.9999999999998,5303.599999999999,135.8,규칙규칙규칙규칙규칙규칙규칙
1171,18.0,887.3000000000001,498.80000000000007,7452.900000000001,13.100000000000001,12.1,819.6,6697.400000000001,147.0,규칙규칙규칙규칙규칙규칙규칙
1172,16.0,741.3,379.70000000000005,4942.3,17.2,9.700000000000001,881.3999999999999,4890.5,122.4,규칙규칙규칙규칙규칙규칙규칙
1173,18.0,782.1999999999999,503.40000000000003,7252.999999999999,13.0,11.0,835.0,5932.1,144.89999999999998,규칙규칙규칙규칙규칙규칙규칙
1174,18.0,815.2,524.1,7202.899999999999,14.8,12.2,906.3,6575.5,139.2,규칙규칙규칙규칙규칙규칙규칙
1175,17.0,877.6999999999999,411.90000000000003,7165.199999999999,15.7,12.200000000000001,929.8,5167.900000000001,126.69999999999999,규칙규칙규칙규칙규칙규칙규칙
1176,20.0,766.0,397.80000000000007,7056.200000000001,100.1,95.40000000000002,776.5,5718.900000000001,157.79999999999998,규칙규칙규칙규칙규칙규칙규칙
1177,21.0,807.1,436.50000000000006,6311.000000000001,131.7,121.69999999999997,814.5999999999999,6610.200000000001,138.5,규칙규칙규칙규칙규칙규칙규칙
1178,16.0,883.3,531.2,6967.700000000001,99.99999999999999,12.8,1029.1,6383.0,145.0,규칙규칙규칙규칙규칙규칙규칙
1179,18.0,800.6999999999999,639.4,6908.8,18.6,15.100000000000001,745.1,6620.1,148.5,규칙규칙규칙규칙규칙규칙규칙
1180,15.0,831.2,498.2,9210.4,17.3,20.400000000000002,898.5999999999999,5605.2,135.1,규칙규칙규칙규칙규칙규칙규칙
1181,17.0,819.9,487.70000000000005,8373.099999999999,14.299999999999999,13.5,832.0000000000001,6079.799999999998,142.79999999999998,규칙규칙규칙규칙규칙규칙규칙
