,단백질(g),리보플라빈(mg),비타민A(mg),비타민C(mg),지방(g),철분(mg),칼로리(kcal),칼슘(mg),탄수화물(g),티아민(mg)
0,639.05,11.4,4972.4000000000015,689.4999999999999,407.04,108.4,14755.41,4295.5999999999985,1949.01,18.5
1,756.38,11.4,7440.6,774.4999999999999,465.09,120.1,16894.67,4877.8,2141.580000000001,13.3
2,834.11,10.7,5212.9000000000015,858.2000000000003,500.57000000000005,108.1,18417.02,4773.5,2419.4700000000007,13.7
3,825.8300000000003,11.9,7499.2,1086.8,582.13,128.29999999999998,20174.64,5126.6,2782.94,15.000000000000002
4,463.30000000000007,874.8,15.7,5549.7,7990.2,규칙규칙규칙규칙규칙규칙규칙,,161.5,856.2,12.8
5,570.6999999999998,812.1000000000001,19.6,6536.299999999998,6419.9,규칙규칙규칙규칙규칙규칙규칙,,200.00000000000003,892.6,12.9
6,697.73,9.9,5864.0,720.5999999999998,468.96,129.70000000000002,17613.440000000002,4770.3,2396.81,12.0
7,737.5899999999998,210.0,7464.6,926.3,403.34,188.3,17918.75,6486.1,2595.82,213.0
8,467.4,843.7,18.700000000000006,5861.6,6778.800000000001,규칙규칙규칙규칙규칙규칙규칙,,122.1,936.2,12.7
9,485.6,812.1,31.800000000000008,5074.4,6589.6,규칙규칙규칙규칙규칙규칙규칙,,134.70000000000002,784.9999999999999,15.6
10,526.0,691.3000000000002,14.7,5888.4,8354.800000000001,규칙규칙규칙규칙규칙규칙규칙,,283.7999999999999,829.3,14.5
11,530.8000000000002,963.1,13.9,4959.9000000000015,6766.0,규칙규칙규칙규칙규칙규칙규칙,,117.79999999999998,801.6999999999998,10.8
12,398.4,897.0999999999998,14.2,7657.499999999999,7135.5999999999985,규칙규칙규칙규칙규칙규칙규칙,,138.2,792.6,11.8
13,807.9799999999998,10.8,6485.2,841.3000000000002,531.93,118.20000000000002,17977.59,5302.4,2293.2000000000007,14.999999999999998
14,492.2,867.8999999999999,65.10000000000001,5444.4,7423.5,규칙규칙규칙규칙규칙규칙규칙,,148.90000000000003,807.4,25.6
15,464.1,879.1999999999998,13.6,5737.9000000000015,6630.200000000002,규칙규칙규칙규칙규칙규칙규칙,,132.29999999999998,686.3,11.0
16,720.2900000000003,10.8,5446.1,955.5,414.02,186.7,17393.89,6472.7,2437.71,13.7
17,466.2,771.5,13.4,7078.9,6052.7,규칙규칙규칙규칙규칙규칙규칙,,147.5,775.4,10.6
18,692.24,11.1,4705.200000000002,877.7,422.2600000000001,113.1,17881.2,4381.3,2468.2900000000004,12.400000000000002
19,727.6899999999998,10.499999999999998,5495.4000000000015,704.3,436.94,108.7,15841.99,5585.600000000001,2035.53,11.2
20,793.2399999999999,12.4,7125.4,803.2,447.63,127.5,18158.360000000004,4936.4,2481.3,16.400000000000002
21,726.6500000000002,34.7,6749.5999999999985,924.3,405.29000000000013,119.5,17049.29,4578.499999999999,2442.5,51.3
22,842.9,12.6,6313.8,688.9,519.28,132.0,18312.28,4977.4,2352.050000000001,14.599999999999998
23,795.51,10.4,6777.299999999998,906.3,467.4500000000001,115.5,20871.83,5068.6,2871.24,14.4
24,476.6,928.9,13.900000000000002,5960.6,6512.2,규칙규칙규칙규칙규칙규칙규칙,,139.7,751.9000000000002,12.7
25,670.62,8.8,5249.200000000002,626.2,439.15,109.9,16737.5,4696.4,2447.5799999999995,12.1
26,466.4,867.4,15.0,5757.9,7893.5999999999985,규칙규칙규칙규칙규칙규칙규칙,,140.1,743.2,12.9
27,429.6,1039.3,19.8,7101.5999999999985,6104.1,규칙규칙규칙규칙규칙규칙규칙,,146.60000000000005,779.8000000000002,12.5
28,683.1800000000002,11.3,4675.5,691.5,466.88,117.0,16666.72,4044.0,2167.96,12.000000000000002
29,773.85,10.000000000000002,6147.4,724.0,415.65,123.1,15991.63,4457.9000000000015,2047.99,14.4
30,712.19,10.9,7756.4,991.7,420.61,131.4,16139.01,4978.5999999999985,2271.2,15.9
31,687.9100000000002,19.5,5482.500000000001,685.5999999999998,423.5,90.9,16364.22,4280.1,2200.640000000001,29.3
32,728.8199999999998,11.9,7248.800000000001,1343.9,484.27999999999986,141.1,17869.769999999997,7918.499999999999,2304.2,37.40000000000001
33,445.6,834.0,15.9,5152.800000000001,7597.199999999999,규칙규칙규칙규칙규칙규칙규칙,,126.79999999999998,792.6,12.2
34,536.0,840.9,14.5,5681.8,6780.299999999998,규칙규칙규칙규칙규칙규칙규칙,,264.2,896.4000000000002,12.8
35,775.91,9.8,6560.4,768.5999999999998,434.08,121.3,17461.010000000002,5237.7,2342.55,14.6
36,519.1999999999998,952.2,14.500000000000002,7638.6,7063.799999999998,규칙규칙규칙규칙규칙규칙규칙,,164.0,856.5,13.2
37,431.2,845.5,164.89999999999995,6079.0999999999985,7243.5,규칙규칙규칙규칙규칙규칙규칙,,136.9,868.3999999999999,162.4
38,1023.9299999999997,13.5,8654.5,913.3000000000003,617.9,146.2,23080.38,6828.6,3003.64,16.9
39,530.3,963.2,17.3,6473.700000000002,6954.700000000002,규칙규칙규칙규칙규칙규칙규칙,,149.8,914.2,14.7
40,648.56,8.5,5555.4000000000015,728.8000000000002,419.53,165.5,16094.080000000002,4408.499999999999,2163.1599999999994,10.6
41,618.5,886.1000000000001,115.7,5477.0999999999985,8599.2,규칙규칙규칙규칙규칙규칙규칙,,334.7,867.3,113.4
42,877.47,13.6,7049.4,887.3999999999999,518.5699999999998,140.9,20422.96,7292.299999999998,2801.73,25.1
43,771.8800000000001,12.8,7279.6,1087.0,520.0899999999998,127.3,18182.92,4518.3,2384.77,12.9
44,757.99,9.3,6254.999999999999,716.2999999999997,434.83,124.2,17758.88,5494.299999999998,2392.56,16.200000000000006
45,519.9,1030.1999999999996,21.0,5296.3,6254.4,규칙규칙규칙규칙규칙규칙규칙,,147.29999999999995,846.4,13.0
46,757.7,12.1,8910.7,909.1,462.69,123.8,17924.25,4774.200000000002,2473.08,16.0
47,718.6299999999999,20.3,5071.7,668.4,515.06,113.6,17842.45,4418.9,2335.9800000000005,15.4
48,521.2,909.4,15.2,6438.6,6422.6,규칙규칙규칙규칙규칙규칙규칙,,209.2,833.9,12.7
49,448.30000000000007,641.0,11.999999999999998,5906.3,5443.5999999999985,규칙규칙규칙규칙규칙규칙규칙,,116.5,716.5,11.500000000000002
50,427.50000000000006,935.0,17.6,5726.3,7461.0,규칙규칙규칙규칙규칙규칙규칙,,239.29999999999995,740.5999999999998,14.2
51,737.28,90.2,7143.2,908.6,515.0200000000002,112.1,18098.87,4831.8,2374.9500000000007,92.90000000000003
52,794.9200000000002,177.79999999999995,7941.9,1090.6,409.57,135.2,17775.630000000005,6556.6,2430.53,178.50000000000003
53,510.8,1253.0,14.2,5826.4,7655.0,규칙규칙규칙규칙규칙규칙규칙,,121.70000000000002,788.6,11.3
54,763.01,10.3,7085.0,762.5,547.55,127.79999999999998,18867.53,7906.5999999999985,2459.64,11.9
55,736.7700000000002,10.3,6355.2,919.0,464.46,105.7,17976.77,4747.1,2474.47,12.199999999999998
56,827.1500000000002,11.4,6267.2,929.6,564.8100000000002,212.9,19191.94,4877.100000000001,2506.19,28.100000000000005
57,701.84,8.700000000000001,4807.299999999998,720.5999999999998,519.38,119.0,16677.7,4210.6,2157.56,14.500000000000002
58,686.21,8.5,5054.0,693.1999999999998,496.44,106.1,17255.66,6030.300000000001,2204.25,14.7
59,529.2,880.1999999999998,39.3,5367.1,6432.3,규칙규칙규칙규칙규칙규칙규칙,,167.49999999999997,771.5000000000001,14.4
60,478.50000000000006,783.0,15.9,4961.999999999999,7074.700000000002,규칙규칙규칙규칙규칙규칙규칙,,149.29999999999995,868.3000000000002,12.3
61,709.8699999999999,12.900000000000002,7102.1,934.8,421.61,113.2,18685.980000000003,4085.1,2612.280000000001,11.999999999999998
62,642.03,72.69999999999997,7136.5999999999985,771.9,464.67,128.5,16433.140000000007,4790.9,2127.4,76.1
63,663.9799999999998,9.6,6239.2,953.1,413.35,120.0,15558.15,5336.7,2190.25,13.0
64,550.5999999999998,964.1,16.4,6458.9000000000015,7625.299999999998,규칙규칙규칙규칙규칙규칙규칙,,201.0,803.8000000000002,13.1
65,675.74,11.3,6502.5,808.5000000000001,417.79,132.89999999999998,17185.870000000006,5253.299999999998,2363.14,13.4
66,808.4300000000002,17.7,7515.4000000000015,738.5000000000001,505.47,126.3,20450.55,5347.6,2746.35,54.4
67,436.1,1104.5,118.3,6187.400000000002,8262.3,규칙규칙규칙규칙규칙규칙규칙,,198.0,887.1,110.5
68,697.3,898.5,97.8,6824.4,7690.9000000000015,규칙규칙규칙규칙규칙규칙규칙,,151.4,840.9,96.20000000000002
69,532.0999999999998,811.9,21.200000000000006,5849.7,8084.0999999999985,규칙규칙규칙규칙규칙규칙규칙,,145.3,925.6,14.2
70,416.3,1029.6,14.9,4762.2,7896.0,규칙규칙규칙규칙규칙규칙규칙,,142.79999999999995,805.7,11.500000000000002
71,407.9,953.3,19.0,5891.9000000000015,7456.0,규칙규칙규칙규칙규칙규칙규칙,,152.29999999999995,731.4999999999999,11.599999999999998
72,744.22,12.9,6831.1,762.0000000000001,438.21,201.6,17747.04,5020.7,2334.78,24.0
73,728.2,9.1,6048.299999999998,785.0999999999998,672.1300000000001,112.1,17429.74,5819.9,1959.5200000000007,13.6
74,785.53,12.5,7089.3,945.7,455.70000000000016,135.3,18868.91,5967.3,2594.45,13.8
75,783.6,10.1,7876.5,782.8,498.19000000000005,126.7,18207.34,6074.9,2310.28,13.9
76,710.76,11.0,6875.1,738.9,523.5400000000002,124.9,17622.34,5206.0,2291.3,12.1
77,826.36,10.6,5784.5,996.7,541.73,202.8,19617.910000000003,6735.500000000003,2598.2000000000007,105.70000000000002
78,489.5,837.0000000000001,15.6,4972.1,6862.4000000000015,규칙규칙규칙규칙규칙규칙규칙,,123.00000000000004,720.7,10.6
79,478.8,824.3,17.3,4696.9,5574.1,규칙규칙규칙규칙규칙규칙규칙,,150.4,829.1999999999998,10.9
80,383.1,894.3000000000003,87.49999999999999,5719.6,9291.5,규칙규칙규칙규칙규칙규칙규칙,,126.4,720.9,12.8
81,714.8499999999998,9.0,5572.200000000002,925.9,417.48999999999984,123.9,16326.260000000002,5807.7,2272.19,11.4
82,790.12,10.8,7086.1,776.5,415.67999999999984,130.7,17927.11,5524.4000000000015,2527.13,11.8
83,771.1700000000003,13.499999999999998,6689.799999999998,1004.7,513.63,126.0,19463.390000000007,6082.4,2664.74,14.8
84,477.6,947.7000000000003,14.6,5940.2,7071.999999999999,규칙규칙규칙규칙규칙규칙규칙,,161.6,818.6,11.000000000000002
85,511.50000000000006,756.5999999999998,118.8,6859.0999999999985,8397.7,규칙규칙규칙규칙규칙규칙규칙,,159.1,829.8,13.7
86,400.00000000000006,872.7,18.800000000000004,5040.299999999998,7044.3,규칙규칙규칙규칙규칙규칙규칙,,190.4,763.5,11.3
87,384.8,889.1,15.6,4912.8,7883.999999999997,규칙규칙규칙규칙규칙규칙규칙,,132.7,718.7,11.3
88,471.7000000000001,1025.5,15.800000000000002,6763.4000000000015,6126.3,규칙규칙규칙규칙규칙규칙규칙,,150.50000000000003,797.6,11.499999999999998
89,859.37,32.6,7532.799999999998,1129.6,573.59,123.4,20153.64,6575.800000000001,2722.0600000000004,49.3
90,422.00000000000006,967.2,28.0,4640.9,6293.0,규칙규칙규칙규칙규칙규칙규칙,,119.5,710.7,15.8
91,642.53,10.3,5970.5999999999985,732.0,461.68,113.5,16486.24,5436.200000000002,2302.0200000000004,10.2
92,415.4,875.2,15.4,6033.8,7412.199999999999,규칙규칙규칙규칙규칙규칙규칙,,147.6,838.6999999999998,12.5
93,732.2099999999998,8.5,5826.000000000001,747.9,390.83000000000015,122.30000000000004,16209.9,7374.1,2246.98,10.6
94,418.00000000000006,741.3,13.1,5888.3,5415.299999999998,규칙규칙규칙규칙규칙규칙규칙,,146.6,813.2,12.000000000000002
95,771.13,11.2,6353.9,962.3,498.63,122.9,18940.97,4614.5,2622.0799999999995,45.3
96,642.8,176.79999999999995,7373.500000000001,945.0,461.37,155.4,17332.83,4821.199999999999,2505.58,179.00000000000003
97,443.9,740.4000000000002,14.6,5701.499999999999,7066.300000000001,규칙규칙규칙규칙규칙규칙규칙,,118.2,768.0999999999998,12.499999999999998
98,490.5,775.8,13.1,5260.9,6246.0,규칙규칙규칙규칙규칙규칙규칙,,132.4,787.8,10.8
99,868.4100000000002,13.7,7765.700000000002,918.5,469.81,138.4,19535.13,5318.799999999998,2687.9500000000007,15.1
100,670.87,10.2,6013.799999999998,585.0999999999998,421.15,107.0,15754.57,5630.499999999999,2103.53,11.4
101,763.4200000000002,61.2,5839.9,939.5,404.9,128.20000000000002,16429.55,4861.500000000001,2266.95,64.9
102,421.7,794.8,18.2,4508.0999999999985,7138.5999999999985,규칙규칙규칙규칙규칙규칙규칙,,145.39999999999995,826.4,12.200000000000005
103,771.08,288.4000000000001,6205.0999999999985,982.1,448.02,120.8,19256.250000000004,5558.299999999998,2834.88,292.99999999999994
104,842.98,12.0,6240.2,739.2000000000003,542.21,156.4,19742.97,5677.000000000001,2659.98,12.9
105,429.80000000000007,791.9999999999999,34.8,5303.0999999999985,6635.0,규칙규칙규칙규칙규칙규칙규칙,,148.6,823.6,23.2
106,466.4,931.9,15.200000000000005,5753.2,6963.4,규칙규칙규칙규칙규칙규칙규칙,,160.4,772.1999999999998,10.7
107,696.8599999999999,9.9,5613.200000000002,721.6999999999998,446.45,134.70000000000002,15385.080000000005,4567.7,1977.45,11.8
108,563.9,713.5,18.0,7215.4,8049.999999999999,규칙규칙규칙규칙규칙규칙규칙,,134.10000000000002,929.1,13.999999999999998
109,696.07,11.4,6136.799999999998,669.7,431.5,202.9,16936.15,4203.7,2263.4999999999995,11.1
110,541.1,1017.2,17.8,6342.5,7254.8,규칙규칙규칙규칙규칙규칙규칙,,184.70000000000005,820.3,13.9
111,487.4,1076.9,33.4,6265.9,7178.9,규칙규칙규칙규칙규칙규칙규칙,,137.0,774.3,23.000000000000004
112,624.8400000000001,8.2,4347.3,801.3999999999999,408.24,102.1,15073.260000000002,3662.3,2050.12,11.3
113,408.6,853.9000000000002,13.8,5969.7,6354.1,규칙규칙규칙규칙규칙규칙규칙,,129.8,778.1,11.5
114,665.05,9.7,6691.2,871.8000000000002,403.59,110.0,16600.65,4762.3,2264.73,11.2
115,431.2,1008.7,14.8,5982.5,8033.900000000002,규칙규칙규칙규칙규칙규칙규칙,,143.5,763.7,13.3
116,454.9,717.9000000000002,16.7,4887.7,5695.0,규칙규칙규칙규칙규칙규칙규칙,,133.20000000000002,857.9,12.9
117,762.5400000000002,10.3,7061.000000000001,1094.5,478.56,113.3,19775.66,4835.499999999999,2650.49,14.1
118,680.7,12.8,6521.4,984.8,426.39,117.9,16291.83,4341.0,2247.41,16.7
119,822.39,12.0,8078.3,751.6,490.61999999999983,125.0,19175.46,5436.199999999999,2422.13,12.4
120,489.7,800.5000000000001,15.6,5950.5999999999985,5948.4,규칙규칙규칙규칙규칙규칙규칙,,142.8,877.9,11.2
121,647.9399999999998,12.0,9338.0,676.1000000000001,648.8500000000001,139.8,19829.19,4640.7,2460.4100000000008,13.9
122,691.5600000000002,9.599999999999998,6854.2,722.4,466.83,177.70000000000005,16444.12,5222.0,2158.330000000001,16.4
123,454.9,1019.4,16.1,6969.9000000000015,5547.199999999999,규칙규칙규칙규칙규칙규칙규칙,,134.39999999999998,806.5,12.0
124,768.4699999999998,90.1,8831.6,714.6999999999998,467.99000000000007,148.70000000000005,18854.890000000007,5018.899999999999,2421.54,135.69999999999996
125,704.88,109.90000000000002,5642.9,650.6,507.43000000000006,121.1,17938.9,4929.6,2405.99,111.7
126,459.2000000000001,1154.1,15.3,6214.4,7222.5,규칙규칙규칙규칙규칙규칙규칙,,123.0,812.4000000000002,12.5
127,625.87,10.000000000000002,6964.499999999999,900.2,394.08,94.9,15158.05,4515.0999999999985,2165.9,11.8
128,730.2800000000002,11.9,7917.9,824.0999999999998,470.13,125.20000000000002,17525.8,5046.7,2415.8,13.9
129,673.33,8.000000000000002,6887.5999999999985,696.6,404.53,202.0,16813.63,5486.1,2436.2000000000007,10.1
130,701.3299999999998,9.9,6157.0999999999985,647.6,473.01,112.9,16850.170000000002,5171.8,2313.390000000001,11.200000000000005
131,435.2,843.6,12.1,4644.4000000000015,7113.6,규칙규칙규칙규칙규칙규칙규칙,,129.1,690.5,9.5
132,407.30000000000007,971.8,13.4,5503.0999999999985,6773.1,규칙규칙규칙규칙규칙규칙규칙,,150.3,720.8000000000002,11.9
133,791.7800000000002,9.0,6509.999999999999,769.2,460.11,117.8,19130.08,5219.2,2785.34,12.0
134,478.2,902.3,97.8,5813.1,8349.0,규칙규칙규칙규칙규칙규칙규칙,,157.2,827.6999999999998,92.0
135,478.8,752.5,16.400000000000002,7269.4,7963.8,규칙규칙규칙규칙규칙규칙규칙,,201.30000000000004,868.2999999999997,11.8
136,762.5799999999998,12.5,6725.5999999999985,656.5,487.1200000000002,127.1,17889.7,5468.4,2380.3099999999995,21.5
137,631.9300000000002,11.4,4751.5999999999985,740.3999999999999,383.08,172.39999999999995,15295.06,4859.5999999999985,1990.0,9.6
138,422.2,1167.6,16.400000000000002,5916.7,6744.800000000001,규칙규칙규칙규칙규칙규칙규칙,,156.9,780.9,14.000000000000002
139,768.1700000000002,10.500000000000002,7401.499999999999,1064.0,584.7600000000001,126.7,20015.62,5299.5999999999985,2715.0400000000004,15.500000000000002
140,431.2,1125.0,15.9,7352.700000000002,7454.5,규칙규칙규칙규칙규칙규칙규칙,,137.6,815.5000000000001,14.400000000000002
141,477.30000000000007,1041.4,14.2,6439.6,8069.699999999999,규칙규칙규칙규칙규칙규칙규칙,,175.5,809.3,12.8
142,710.5,23.3,6286.799999999998,862.5999999999998,421.18000000000006,129.90000000000003,17313.31,5765.9,2435.390000000001,36.90000000000001
143,772.72,9.6,6971.7,704.1999999999998,526.4300000000002,126.3,18468.07,5263.700000000002,2450.03,11.5
144,332.7000000000001,870.8,14.5,6579.499999999999,6008.1,규칙규칙규칙규칙규칙규칙규칙,,138.4,725.6999999999997,12.099999999999998
145,362.4,1195.3,13.8,4469.7,5998.6,규칙규칙규칙규칙규칙규칙규칙,,128.2,669.9999999999999,10.4
146,798.0699999999998,11.000000000000002,6612.6,805.4,573.25,125.5,19428.84,4884.7,2527.15,18.6
147,425.1,782.5,15.5,4645.9,5650.0999999999985,규칙규칙규칙규칙규칙규칙규칙,,110.7,693.0,10.499999999999998
148,739.39,10.4,5431.5,592.6999999999998,414.55,110.2,16929.43,3575.2,2266.63,15.5
149,548.0999999999998,1018.4,40.6,6806.0999999999985,7430.4000000000015,규칙규칙규칙규칙규칙규칙규칙,,205.7,739.0000000000001,12.499999999999998
150,674.37,10.4,5925.6,550.5000000000001,396.14,111.5,15777.52,5608.999999999997,2172.5400000000004,11.0
151,404.6,933.2,237.2,5979.0999999999985,8167.299999999998,규칙규칙규칙규칙규칙규칙규칙,,184.2,789.7999999999997,234.2
152,533.9000000000002,801.3000000000002,17.3,5523.0,7786.299999999998,규칙규칙규칙규칙규칙규칙규칙,,141.7,781.0,13.3
153,796.9300000000002,10.9,7338.4,732.4999999999999,581.29,170.0,19873.320000000003,5302.499999999999,2596.03,14.3
154,728.89,9.6,5323.2,785.4,432.55,147.70000000000005,17541.880000000005,6019.3,2488.71,28.6
155,423.9,1125.6999999999996,56.0,6487.0,6927.200000000002,규칙규칙규칙규칙규칙규칙규칙,,164.6,836.1000000000001,10.3
156,577.14,8.2,4695.9000000000015,602.0,417.43,612.9,15677.579999999998,3955.9,2180.36,10.2
157,514.6,1268.2,19.9,7783.9000000000015,10136.7,규칙규칙규칙규칙규칙규칙규칙,,178.79999999999995,952.2,16.1
158,482.8,1112.1999999999996,18.0,6860.2,8916.3,규칙규칙규칙규칙규칙규칙규칙,,150.5,848.3000000000002,14.8
159,759.87,25.20000000000001,5858.7,832.1,479.39,108.1,18941.52,5469.3,2597.5,16.599999999999998
160,533.4,812.7,161.10000000000005,6190.9000000000015,8659.6,규칙규칙규칙규칙규칙규칙규칙,,139.79999999999998,805.4,155.6
161,478.40000000000015,920.9,27.5,6570.2,6958.299999999998,규칙규칙규칙규칙규칙규칙규칙,,189.4,829.5,12.0
162,696.43,10.3,6203.4,985.1,439.06,182.8,16258.330000000002,4887.700000000002,2100.42,22.6
163,747.08,13.300000000000002,6107.500000000001,837.0,491.39,124.90000000000002,17516.700000000004,4760.6,2311.6,15.1
164,427.19999999999993,1016.6,122.2,6581.9,7928.6,규칙규칙규칙규칙규칙규칙규칙,,235.4,749.4,117.2
165,1013.7,29.8,8347.8,902.0,663.2299999999998,161.20000000000005,23518.630000000005,6032.3,3179.69,46.5
166,420.2000000000001,964.0,17.1,6322.8,8398.0,규칙규칙규칙규칙규칙규칙규칙,,153.70000000000005,829.8999999999999,11.9
167,482.4,1072.5,19.7,7265.4,7760.5,규칙규칙규칙규칙규칙규칙규칙,,144.89999999999995,845.0,12.6
168,508.8,751.3999999999999,17.8,4694.1,5366.1,규칙규칙규칙규칙규칙규칙규칙,,127.29999999999998,745.8999999999999,12.300000000000002
169,454.0,1205.9,87.80000000000003,6709.999999999997,8993.900000000001,규칙규칙규칙규칙규칙규칙규칙,,133.79999999999998,807.5000000000001,86.3
170,843.63,11.599999999999998,7058.4,984.9,533.45,130.1,20408.35,6408.9,2795.140000000001,17.3
171,537.5,1055.6,92.8,5701.300000000001,7205.6,규칙규칙규칙규칙규칙규칙규칙,,199.9,808.0999999999998,86.80000000000004
172,492.2000000000001,1047.3,16.599999999999998,7688.4,6192.4,규칙규칙규칙규칙규칙규칙규칙,,128.7,778.6,12.2
173,769.8400000000001,10.500000000000002,7359.000000000001,742.4,775.76,126.20000000000002,20912.94,6414.199999999999,2529.18,13.400000000000002
174,858.84,10.6,5215.0,794.5999999999998,463.36000000000007,106.0,17931.7,4807.6,2411.3,15.9
175,812.6899999999998,11.8,7536.9,1013.4,614.3199999999998,143.9,19571.980000000003,6523.0,2676.6800000000007,21.9
176,819.27,10.3,5741.700000000002,758.4000000000002,458.15000000000015,130.4,17898.06,6239.499999999999,2396.36,15.1
177,809.28,11.2,7895.199999999999,816.3999999999999,473.75,140.4,18222.51,5075.700000000002,2484.390000000001,14.5
178,526.4,1357.9,15.8,6984.2,7666.5,규칙규칙규칙규칙규칙규칙규칙,,150.29999999999995,882.6000000000001,16.2
179,781.0600000000003,9.9,5080.799999999998,618.4,416.37,205.0,17364.45,5982.9000000000015,2400.9300000000007,17.9
180,694.0,9.2,5145.700000000002,573.3000000000002,548.9000000000002,193.7,16721.54,6649.9,2118.16,12.2
181,491.1,1103.1,82.10000000000002,5787.2,10207.3,규칙규칙규칙규칙규칙규칙규칙,,143.8,906.4,80.39999999999998
182,632.59,10.3,5598.2,752.6000000000001,435.25,107.5,15694.25,5489.9000000000015,2132.59,15.3
183,531.5,846.9000000000002,17.0,6339.0,7761.4,규칙규칙규칙규칙규칙규칙규칙,,252.1,801.8,13.9
184,756.0400000000002,32.599999999999994,4530.200000000002,1029.3000000000004,419.6,123.79999999999998,17356.27,5011.700000000002,2270.99,52.2
185,466.5,806.7,15.2,6992.2,9152.4,규칙규칙규칙규칙규칙규칙규칙,,196.2,855.2,12.4
186,717.07,13.7,7974.5999999999985,777.6,514.76,108.5,19667.11,5295.4,2813.1999999999994,15.4
187,446.2000000000001,874.9000000000002,17.2,5543.500000000001,7027.0999999999985,규칙규칙규칙규칙규칙규칙규칙,,158.8,799.1,13.6
188,781.0499999999997,12.6,7887.5,1234.0,519.33,142.29999999999995,20046.57,6327.0,2775.42,18.9
189,786.97,9.5,5121.0,767.9,418.17,113.6,16865.36,4158.0,2365.5000000000005,13.8
190,423.6,776.8,27.099999999999994,6004.2,6686.0999999999985,규칙규칙규칙규칙규칙규칙규칙,,124.2,716.6999999999998,12.8
191,367.00000000000006,878.4,13.2,6502.6,6956.799999999998,규칙규칙규칙규칙규칙규칙규칙,,124.9,829.9,13.8
192,412.7000000000001,939.4,65.60000000000001,5664.1,7692.100000000001,규칙규칙규칙규칙규칙규칙규칙,,131.0,786.9000000000002,14.7
193,467.4,892.7,16.700000000000006,6567.100000000001,5976.6,규칙규칙규칙규칙규칙규칙규칙,,136.0,843.1999999999998,13.3
194,705.68,7.499999999999997,5004.6,625.0,454.35,105.2,16243.080000000002,4840.4,2176.4500000000007,9.7
195,439.39999999999986,958.8,89.40000000000002,5643.4000000000015,7892.9,규칙규칙규칙규칙규칙규칙규칙,,165.3,732.1999999999998,12.800000000000002
196,434.2000000000001,917.0,17.9,5441.0,6786.5999999999985,규칙규칙규칙규칙규칙규칙규칙,,125.3,802.5,13.8
197,424.0,1243.5,15.2,5162.3,8086.1,규칙규칙규칙규칙규칙규칙규칙,,120.1,721.4,13.7
198,693.1499999999999,9.9,8127.5999999999985,832.5000000000001,509.55,120.7,17209.41,4982.4,2321.9700000000007,11.7
199,493.50000000000017,800.4,17.000000000000004,6340.8,7003.1,규칙규칙규칙규칙규칙규칙규칙,,125.2,723.5,12.400000000000002
200,695.0400000000002,12.8,6175.0999999999985,633.7,424.5100000000001,113.7,16646.07,4956.9,2292.33,15.3
201,718.36,11.3,6798.6,1244.3000000000004,410.11,121.9,17425.15,5950.699999999999,2393.75,29.2
202,495.1,848.3000000000002,16.099999999999998,8076.1,7060.6,규칙규칙규칙규칙규칙규칙규칙,,144.5,830.4000000000002,13.6
203,454.80000000000007,769.6999999999998,21.2,5582.4000000000015,7246.6,규칙규칙규칙규칙규칙규칙규칙,,124.7,734.8,10.6
204,680.6399999999999,10.1,6683.0999999999985,734.3,355.91,128.9,16007.05,5078.700000000002,2196.5400000000004,11.800000000000002
205,457.7,920.4,20.700000000000006,4749.3,7925.6,규칙규칙규칙규칙규칙규칙규칙,,200.1,760.6999999999998,11.0
206,521.4,1516.9999999999998,18.5,5428.999999999999,6632.9,규칙규칙규칙규칙규칙규칙규칙,,162.4,922.9,11.3
207,412.2000000000001,694.8,11.2,4792.1,6881.9,규칙규칙규칙규칙규칙규칙규칙,,123.0,717.1,8.6
208,431.7,915.1,18.1,7006.4000000000015,7773.0999999999985,규칙규칙규칙규칙규칙규칙규칙,,205.7,826.5,12.7
209,426.8,833.5999999999998,15.1,5700.499999999999,7226.5,규칙규칙규칙규칙규칙규칙규칙,,136.8,827.1,14.0
210,436.2000000000001,747.3000000000002,17.2,4961.5,6740.0999999999985,규칙규칙규칙규칙규칙규칙규칙,,145.6,805.7,10.7
211,762.14,21.6,5486.4,778.9000000000002,483.74,135.9,18119.52,3516.9,2534.0000000000005,36.5
212,517.7,899.2,19.5,6042.200000000002,8635.800000000001,규칙규칙규칙규칙규칙규칙규칙,,183.1,754.1999999999998,12.7
213,432.9,1115.2,15.900000000000002,5142.9,8602.9,규칙규칙규칙규칙규칙규칙규칙,,202.8,874.1,11.4
214,668.89,15.1,5933.1,781.6000000000001,427.38,100.8,16027.78,4354.0999999999985,2222.120000000001,13.9
215,681.32,9.4,7749.4,833.7999999999997,421.19000000000005,121.3,18117.01,4898.000000000001,2646.3,13.1
216,493.69999999999993,1014.8,20.6,8270.6,6381.499999999999,규칙규칙규칙규칙규칙규칙규칙,,137.1,861.5,15.9
217,584.0999999999998,909.8,18.700000000000006,5549.9,7000.3,규칙규칙규칙규칙규칙규칙규칙,,130.1,748.7,13.2
218,442.69999999999993,963.0,14.999999999999998,5295.5,7166.200000000002,규칙규칙규칙규칙규칙규칙규칙,,216.9,823.1,12.0
219,396.9,1051.6,12.0,7848.600000000001,6744.5,규칙규칙규칙규칙규칙규칙규칙,,128.79999999999998,780.4,10.8
220,468.6,1163.2,14.2,8340.0,8108.1,규칙규칙규칙규칙규칙규칙규칙,,131.9,781.0999999999998,12.7
